Text,Text1,Text2,Text3
$775,/ 2br - ,Parkwood Manor 1 Bed 1 Bath for December!,"
        
            QR Code Link to This Post
            
        
Parkwood Manor 1 bed 1 bath unit for December 16th move in! Ground Floor. Off street parking.

$75 application fee (per applicant), $350 deposit.

Pricing varies daily. Pricing varies by lease term and move in date.

Contact Parkwood Manor for more info!

Here’s what we’ll need to see to get your application approved: Credit History (6 months of positive payment history, no large past due debts) or Rental History (6 months of good residency including Dorms) Background Check (see application for details) Income Qualification (Full time student-parental guarantee or at least 3 X the rent amount before taxes each month).

We do not accept section 8.
    "
$940,/ 1br - 525ft2 - ,One bedroom for you! High rise living!,"
        
            QR Code Link to This Post
            
        
The Parker @ Seventh offers top-notch accommodations in both the individual apartments and the common area amenities. Our spacious ARTISAN club room features a gas fireplace, a grand piano, Wifi internet access, and entertaining facilities, creating a cozy and inviting environment for all of our residents. With more amenities including our study lounge, fitness center, and 6,000 square foot terrace, The Parker @ Seventh is truly a top choice for downtown Des Moines apartments.

Ready to find your new home? Apply online today!www.theparkeratseventh.com
    "
$850,/ 3br - 1050ft2 - ,NO RENT TILL JANUARY 2023!!!!,"
        
            QR Code Link to This Post
            
        
NO RENT TILL JANUARY 2023!!!!

3 Bedrooms / 2 Bathrooms
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community
Open floor plan
Pet Friendly

WHAT RENT INCLUDES: Pest control, weekly trash service, maintenance, Gold Key
preventative maintenance service, and Emergency maintenance

Schedule a tour today with the one and only!

DAVID M. BRUCE (DMB)

THE QCA'S #1 MANUFACTURED HOME GUY!

Call or Text:  show contact info


Hours: Mon-Fri 9AM-6PM,
Sat 10AM-4PM,
Sunday By Appointment
    "
"$1,180",/ 2br - 727ft2 - ,2 Bedroom! 1st month free,"
        
            QR Code Link to This Post
            
        
The Parker @ Seventh offers top-notch accommodations in both the individual apartments and the common area amenities. Our spacious ARTISAN club room features a gas fireplace, a grand piano, Wifi internet access, and entertaining facilities, creating a cozy and inviting environment for all of our residents. With more amenities including our study lounge, fitness center, and 6,000 square foot terrace, The Parker @ Seventh is truly a top choice for downtown Des Moines apartments.
First month is free *RESTICTIONS APPLY	
Ready to find your new home? Apply online today!www.theparkeratseventh.com
    "
$940,/ 1br - 525ft2 - ,"Location, Community, Quality Living. It Starts Here!","
        
            QR Code Link to This Post
            
        
The Parker @ Seventh offers top-notch accommodations in both the individual apartments and the common area amenities. Our spacious ARTISAN club room features a gas fireplace, a grand piano, Wifi internet access, and entertaining facilities, creating a cozy and inviting environment for all of our residents. With more amenities including our study lounge, fitness center, and 6,000 square foot terrace, The Parker @ Seventh is truly a top choice for downtown Des Moines apartments.

Ready to find your new home? Apply online today!www.theparkeratseventh.com
    "
"$1,180",/ 2br - 727ft2 - ,2 Bedroom! 1st month free,"
        
            QR Code Link to This Post
            
        
The Parker @ Seventh offers top-notch accommodations in both the individual apartments and the common area amenities. Our spacious ARTISAN club room features a gas fireplace, a grand piano, Wifi internet access, and entertaining facilities, creating a cozy and inviting environment for all of our residents. With more amenities including our study lounge, fitness center, and 6,000 square foot terrace, The Parker @ Seventh is truly a top choice for downtown Des Moines apartments.
First month is free *RESTICTIONS APPLY	
Ready to find your new home? Apply online today!www.theparkeratseventh.com
    "
"$1,295",,Incredible Price to Live in the Middle of Lakeview!,"
        
            QR Code Link to This Post
            
        
Text or call Gregory from Apartment Guys at 773-899-5505 and ask for reference #71520. Unique East Lakeview One Bedroom with Hardwood Floors and a Working Fireplace! The vintage courtyard building is located close to the intersection of Roscoe and Broadway, near lots of things to do including shops, restaurants, nightlife, Belmont Harbor, and Wrigley Field. Walking distance to public transportation including the Broadway and Halsted CTA buses and the Belmont Red, Brown, and Purple Line El train stop. The apartment features a spacious floor plan, a large bedroom, hardwood floors, and a wood-burning fireplace. The laundry is conveniently located in the building. Heat is included! Prices are subject to change.***Photos may be of a similar unit.****For faster response best to call or text 773-549-3474 with reference #71520
    "
$940,/ 1br - 525ft2 - ,One bedroom with a great view!,"
        
            QR Code Link to This Post
            
        
The Parker @ Seventh offers top-notch accommodations in both the individual apartments and the common area amenities. Our spacious ARTISAN club room features a gas fireplace, a grand piano, Wifi internet access, and entertaining facilities, creating a cozy and inviting environment for all of our residents. With more amenities including our study lounge, fitness center, and 6,000 square foot terrace, The Parker @ Seventh is truly a top choice for downtown Des Moines apartments.

Ready to find your new home? Apply online today!www.theparkeratseventh.com
    "
"$1,500",/ 1br - ,Rehabbed One Bed with Indoor pool!! Steps To Lake!,"
        
            QR Code Link to This Post
            
        
HEAT INCLUDED! Call Max with the Apartment Guys at 630-405-8540 and ask for reference #1312658 
Spacious one bedroom/one bathroom with heat included! This apartment features hardwood floors throughout, an updated kitchen including a dishwasher, gas stove, and full size appliances. King sized large bedroom with a double closet! Take advantage of the indoor swimming pool on site! Close to the Red Line and Lake Shore Drive express buses! Prices are subject to change.***Photos may be of a similar unit.***

*For faster response best to call or text 630-405-8540 with reference #1312658
    "
$825,/ 2br - 1200ft2 - ,2 bed close to 90th & Dodge,"
        
            QR Code Link to This Post
            
        
St. Francis Apartments 8929 Cuming Street

Unit open DECEMBER 1ST!!

 Great location close to Dodge Street & easy interstate access

 Close to Westroads Mall! 

District 66 schools! 

 Large 2 bed/2 bath apartment Starting at $895 per month/$450 deposit
$50 application fee

 Unit comes with stove, fridge, dishwasher, blinds, ceiling fans & lots of closet space

Call or text Ann at  show contact info
 for more information and to schedule a showing!
 
 

NO pets please!

Ask about our rent special! 

Visit our new website for more photos and to download an application: www.philmoore.co

    "
$695,/ 1br - ,MOVE IN READY! ONE BEDROOM APARTMENT,"
        
            QR Code Link to This Post
            
        
WILLOWIND APARTMENTS
Visit our website www.rentkcapts.com

AMENITIES:
- ALL ELECTRIC
- CABLE TV AND INTERNET HOOK UP
- CARPORTS AVAILABLE NO ADDITIONAL COST
- CENTRAL AIR
- FULLY EQUIPPED KITCHEN WITH STOVE, REFRIGERATOR, AND DISHWASHER
- GARDEN STYLE SERENE COMMUNITY
- GOOGLE FIBER READY
- LAMINATE WOODED FLOORS
- LAUNDRY FACILITIES ON SITE
- PRIVATE BALCONY OR PATIO
- RESORT STYLE POOL
- SPACIOUS CLOSETS

DETAILS:
- 1 BEDROOM
- 1 BATHROOM
- FIREPLACE

RENTAL TERMS:
- APPLICATION FEE $35.00 NON-REFUNDABLE
- AVAILABILITY: NOW
- RENT $695.00
    "
$795,/ 2br - ,TWO BEDROOM APARTMENT AVAILABLE,"
        
            QR Code Link to This Post
            
        
WILLOWIND APARTMENTS
Visit our website www.rentkcapts.com

AMENITIES:
- ALL ELECTRIC
- CABLE TV AND INTERNET HOOK UP
- CARPORTS AVAILABLE NO ADDITIONAL COST
- CENTRAL AIR
- FULLY EQUIPPED KITCHEN WITH STOVE, REFRIGERATOR, AND DISHWASHER
- GARDEN STYLE SERENE COMMUNITY
- GOOGLE FIBER READY
- LAMINATE WOODED FLOORS
- LAUNDRY FACILITIES ON SITE
- PRIVATE BALCONY OR PATIO
- RESORT STYLE POOL
- SPACIOUS CLOSETS

DETAILS:
- 2 BEDROOMS
- 1 BATHROOM
- FIREPLACE

RENTAL TERMS:
- APPLICATION FEE $35.00 NON-REFUNDABLE
- AVAILABILITY: NOW
- RENT $795.00
    "
$955,/ 1br - 770ft2 - ,kick back and enjoy the Retreat lifestyle!!!,"
        
            QR Code Link to This Post
            
        
Look no further and find your new home at The Retreat at Woodlands!Life is busy and you don't have the time to waste when it comes to having fun. That's why The Retreat at Woodlands is the perfect place to call home! With spacious homes, and quick access to nearly everything, relaxation and recreation is at your doorstep!
With no breed or weight restrictions, your furry friend is as welcome as you are! Come home to your retreat!
Ask if you qualify for our Preferred Employer Program!
Apartment Amenities:

Large Kitchens
Plush Carpeting
Walk-In Closets
Hard Flooring
Washer & Dryer Hookups
Outdoor Balcony
Outdoor Storage Closet
Central Heating & Cooling
Fireplaces

Community Amenities:

Outdoor Seasonal Pool
Outdoor Tanning Sundeck
Carports
Business Center
24/7 Emergency Maintenance
Resident Package Receiving

Stop looking for your next apartment and start living!  Drop in for a Visit! Or visit our website for your virtual tour!
Schools Near Us:

Indian Creek Elementary School
Center Middle School
Center West High School

Office Hours: M-F 8AM-5PM
Call us at  show contact info

www.retreatatwoodlands.com
510 E 101st Street
Kansas City, MO 64131
Some restrictions apply. Equal Housing Opportunity. Specials are based on availability and may expire or change at any time.Specials and discounts may not be combined. Rates are subject to change without advance notice.

    "
$950,/ 3br - 1300ft2 - ,""" NOTHING BETTER IN THE CITY OF TOPEKA! 3bedroom, 2bath, W&D Hookups""","
        
            QR Code Link to This Post
            
        
Just minutes from West Ridge Mall, Washburn University, Main hwy (I -70), and numerous dining establishments. We offer apartments that are completely remodeled- the most spacious apartments here in Topeka. There are four different layouts to choose from, each offering something completely unique. We have a playground for the children. Also, your dog is going to love it here! Dog park on-site!

3 bed 1300ft $950 with an additional $32.00 flat-rate fee for water each month.
Tenants are responsible for the electric bill as all units are electric only.
Schedule your tour TODAY to lease one of Summer Breeze's beautiful new apartments.

Key Features
Pet Policy: cats & dogs OK!
Laundry: three bedrooms have W/D hookups; also a laundry facility in the community.
Club House
Dog Park with dog wash coming!
Business Center
Property Type: Apartment

Community Features
- Swimming Pool
- Gorgeous lawns and landscaping
- Carports
- Dog Park
- Courtesy Patrol
- 24/7 Emergency Maintenance

2940 SW Gage
Topeka, KS 66614
 show contact info

    "
$820,/ 2br - ,TWO BEDROOM APARTMENT AVAILABLE,"
        
            QR Code Link to This Post
            
        
WILLOWIND APARTMENTS
Visit our website www.rentkcapts.com

AMENITIES:
- ALL ELECTRIC
- CABLE TV AND INTERNET HOOK UP
- CARPORTS AVAILABLE NO ADDITIONAL COST
- CENTRAL AIR
- FULLY EQUIPPED KITCHEN WITH STOVE, REFRIGERATOR, AND DISHWASHER
- GARDEN STYLE SERENE COMMUNITY
- GOOGLE FIBER READY
- LAMINATE WOODED FLOORS
- LAUNDRY FACILITIES ON SITE
- PRIVATE BALCONY OR PATIO
- RESORT STYLE POOL
- SPACIOUS CLOSETS

DETAILS:
- 2 BEDROOMS
- 2 BATHROOMS
- FIREPLACE

RENTAL TERMS:
- APPLICATION FEE $35.00 NON-REFUNDABLE
- AVAILABILITY: NOW
- RENT $820.00
    "
"$1,300",/ 4br - ,newly remodeled 4bdrm apartment,"
        
            QR Code Link to This Post
            
        
spacious 4 bedroom apartment, stainless steel appliances, hardwood floors, freshly painted and close to public transportation and a variety of restaurants,sec 8 welcome.
    "
$850,/ 1br - 750ft2 - ,Picadilly Square 114th & Maple,"
        
            QR Code Link to This Post
            
        
Picadilly Square Apartments

11441 West Maple Road

Great location close to I-680! Best value in Omaha! 
 
Rare 1 bedroom open NOW!!

1 bedroom apartment starting at $850 per month
 $350 deposit/$50 application fee

 Unit comes with stove, fridge, dishwasher, microwave & full size washer & dryer!

 Unit is all electric. Tenant pays OPPD.

 Call or text Amy at  show contact info
 for more information and a 
 
 No pets please

Ask about our rent special! 
 
Visit our new website for photos and to download an application: www.philmoore.co
    "
$675,/ 2br - 864ft2 - ,"East Peoria, beautiful 2 bedroom in a great location!","
        
            QR Code Link to This Post
            
        
Beautiful 2 bedroom 1 bath apartment.  You will love this location. Just minutes to the wonderful East Peoria Levee District where there is  lots of shopping and great restaurants. Also located close to I-74 just a 10 minute drive to downtown Peoria or Morton.  This unit is only 675.00 per month.  Call  show contact info
 for a showing.
    "
"$1,254",/ 1br - 800ft2 - ,"Relaxing Sauna, Large Open Kitchen, Ceiling Fans","
        
            QR Code Link to This Post
            
        
Welcome to Perry 81, a community of apartments in Overland Park, Kansas. With eight different one, two and three-bedroom floor plans to choose from, it’s easy to find an apartment home you will love at our modern, upscale community. Our apartments come supplied with an array of must-have and nice-to-have amenities, including newly renovated interiors, a fire pit, a dog park, two swimming pools, a volleyball court, a complimentary Starbucks coffee bar, and much more. Plus, Perry 81 is located alongside Interstate 35 and grants residents a short commute to any destination in the area and nearby Kansas City. Schedule a tour to learn more about the incredible offerings at Perry 81!

-Outdoor Kitchen with Poolside BBQ
-Relaxing Sauna
-Complimentary Outdoor Parking
-Extra Large Patio
-Outdoor Fire Pit
-Stainless steel appliances
-Extra Storage off Balcony/Patio
-Package Locker System
-Extra Storage
-Carport Parking Available
-Free Wi-Fi in Clubhouse and on Pool Deck
-Newly Renovated Patios/Balconies

Call:  show contact info


For more information, visit us at: https://livecohenesrey.com/k5bxvrfa/perry-81-apartments

Prices and availability are subject to change.
    "
"$1,600",/ 1br - ,Lovely Lakeview Condo Hi-Rise for Rent! FREE Cable and Internet!,"
        
            QR Code Link to This Post
            
        
Call/text Max with the Apartment Guys and ask for reference #2202827
This beautiful unit has an updated kitchen with stainless steel appliances including a dishwasher and microwave. It features Lake and park views from the living room and the rent includes heat, basic cable, and internet all included! The building has door staff, a bike room, fitness center, laundry, common area gas grills, and valet parking with an extra cost!! Prices are subject to change.

*For faster response best to call or text 630-405-8540 with reference #2202827*
    "
$650,/ 1br - 700ft2 - ,The Michaels Apartments,"
        
            QR Code Link to This Post
            
        
The Michaels Apartments 
3307 Howard Street

Large 1 bed starting at $650 per month/$650 deposit. Gas/water/sewer all paid!

Great location near Blackstone District and Midtown Crossing!!

Close to busline! 

$50 application fee

Units come with stove, fridge, blinds on windows and large balcony

HEAT PAID! 

Cute unit with lots of closet space! Laundry & off street parking available!

Call or Text Amy at  show contact info
 for more info and to schedule a showing!
 

Ask about our rent special! 


Visit our new website for photos and to download an application: www.philmoore.co

    "
$650,/ 500ft2 - ,Studio Apartments open in SW Omaha,"
        
            QR Code Link to This Post
            
        
Studio 96 Apartments 5632 South 96th Street

Studio apartments starting at $650 per month/$350 deposit

Application fee is $50


Units come with stove, fridge, dishwasher, ceiling fans & blinds

Units also have large walk in closets & off street parking

Building has lots of parking & laundry facilities on site

Call or text Amy at  show contact info
 
NO PETS PLEASE!

Visit our new website for photos and to download an application: www.philmoore.co
    "
$800,/ 2br - 1400ft2 - ,Spacious ranch in the heart of Old Leawood.,"
        
            QR Code Link to This Post
            
        
Peace and quiet neighborhood! Gorgeous trees around the lot w/ huge patio and backyard. Entire interior has fresh paint! Wood floors throughout. Walk in closets in every bedroom. Everything you need is located on the first floor! Laundry is located next to kitchen.
    "
"$1,050",/ 3br - ,stay warm this winter in your new home!,"
        
            QR Code Link to This Post
            
        
Five Seasons – Davenport’s Top Manufactured Home Community

Home Features:
3 Bedrooms/2 Bathrooms
Screen Porch
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community

Community Amenities:
Picnic Area
Pet Friendly
Basketball Court
Community Clubhouse

What’s Included With Rent: Pest control, weekly trash service, maintenance, Gold Key preventative maintenance service, and Emergency maintenance

*Pet Policy: 2 pet maximum, $50 monthly pet rent for the first pet, and $60 for the second. No weight restrictions on pets, but there are vicious breed restrictions on dogs.

Hours: Mon-Fri 9am-6pm, Sat 10am-6pm
CALL  show contact info
 Ask for Daniel
5112 N. Fairmount St. Davenport IA, 52806
www.yescommunities.com
    "
"$1,392",/ 2br - 969ft2 - ,"Extra Large Balcony, Washer/Dryer Hookup, Vinyl Plank","
        
            QR Code Link to This Post
            
        
Welcome to Perry 81, a community of apartments in Overland Park, Kansas. With eight different one, two and three-bedroom floor plans to choose from, it’s easy to find an apartment home you will love at our modern, upscale community. Our apartments come supplied with an array of must-have and nice-to-have amenities, including newly renovated interiors, a fire pit, a dog park, two swimming pools, a volleyball court, a complimentary Starbucks coffee bar, and much more. Plus, Perry 81 is located alongside Interstate 35 and grants residents a short commute to any destination in the area and nearby Kansas City. Schedule a tour to learn more about the incredible offerings at Perry 81!

-Short Term Leases Available
-Outdoor Kitchen with Poolside BBQ
-Platinum Package Renovation
-Platinum Plus Renovation
-Patio with Yard
-Gold Package Renovation
-Pool view
-On-site Maintenance and Management
-Extra Large Patio
-Free Wi-Fi in Clubhouse and on Pool Deck
-Silver Package Renovation
-Extra Storage off Balcony/Patio

Call:  show contact info


For more information, visit us at: https://livecohenesrey.com/vqk5hdbw/perry-81-apartments

Prices and availability are subject to change.
    "
"$1,165",/ 2br - 739ft2 - ,Last two bedroom available in our complex! Call for a tour today!,"
        
            QR Code Link to This Post
            
        
With beautiful grounds, expansive layouts and convenient amenities and features, River’s Edge gives you plenty of reasons to breathe easy! From the minute you’re handed the keys to your new apartment, you’ll enjoy privileges to a living experience that has all the qualities you’ve been looking for across a wide variety of studio, one, two and three bedroom floor plans. We’re just minutes from UW and MATC campuses, next door to Tenney Park and just east of downtown. River’s Edge is a pet-friendly community that keeps you close to everything the city has to offer. Our apartments in Madison offer desirable and affordable living. River’s Edge offers an amazing variety of unique features and amenities you won’t easily find at other apartment neighborhoods. Our community boasts elevators and mail stations in every building and laundry centers on every floor! We have two beautiful swimming pools equipped with public gas grills, bark park, playground, beautiful courtyard, and a brand new state-of-the-art fitness center! Our in-home amenities include air conditioning, window coverings, patios and balconies, extra closet space are available in select homes. Discover how affordable modern living can be at our apartments in Madison, WI – contact us today!-Spacious Apartment Homes-Dog Park-Professional 24-hour Maintenance-Wired for High-speed Internet and Cable-Minutes from UW and MATC Campuses-Bike Racks in Underground Garage-Unique, open floorplans, over 20 styles-Mail Stations in each building-Terrific location just east of downtown Madison-Patio or balcony-Playground-On-Site Professional ManagementCall:  show contact info
Monday: 8AM-5PMTuesday: 8AM-5PMWednesday: 8AM-5PMThursday: 8AM-6PMFriday: 8AM-5PMSaturday: 10AM-4PM1614 Fordem Ave, Madison, WI 53704For more information, visit us at: https://livingmonarch.com/fv3tgnmq/rivers-edge-fordem-towersEqual Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
