Text,Text1,Text2,Text3
"$3,500",/ 3br - 2000ft2 - ,"CONDO IN FARMINGTON HILLS FOR RENT ~ Over 4,000 Square Ft W Basement","
        
            QR Code Link to This Post
            
        
IF THIS PROPERTY DOESN'T FIT YOUR NEEDS, FEEL FREE TO CALL OR EMAIL ME I MAY HAVE OTHER PROPERTIES TO PASS BY YOU
 show contact info


3 Beds
3 Baths
2000 Square Ft

an additional 2000  Square with basement 


BEAUTIFUL 2 BD AND 2 FULL BA CONDO NESTLED IN THE COLORFUL WOODED RAMBLEWOOD COMMUNITY OF FARMINGTON HILLS . GATED COMMUNITY . COZY LIVING ROOM WITH A GAS FIREPLACE . SPACIOUS MASTER SUITE AND WITH A FULL BATH .ELEGANT KITCHEN WITH GRANITE COUNTER TOPS . OWNER REQUIRES A LEASE APPLICATION WITH DOCUMENTS OF GOOD INCOME/EMPLOYMENT , CREDIT , AND RENTAL HISTORY IN GOOD STANDING .
    "
"$2,850",/ 3br - 1270ft2 - ,LEASE/OPTION purchase - ARE YOU HANDY?,"
        
            QR Code Link to This Post
            
        
If you're looking for a classic single family house near German Village and you're willing to do your own upgrading, you REALLY need to see 215 East Jenkins Avenue!

Are you handy? Want to buy a house? Read on...
Is this you?
- You know how to do basic work on a house
- You have a job
- You want to buy a house in the Greater Columbus area, 
- But you don’t have the right credit or down payment to get a bank loan

If so, I MIGHT be able to help.
I owner lease / option houses that need work to qualified handypeople.
Typically, the houses I sell need cosmetics (paint, flooring, landscaping, bath & kitchen updates).

This 3 bedroom, 1.5 bath home near Thurman’s Café almost has too many features to mention, but here's the big one:
-Original woodwork, beautiful staircase, and hardwood floors
-25 solar panels for low utilities
-Large kitchen with Stainless steel appliances
-Deep fenced yard

It's available with LEASE OPTION to purchase for a renter/ buyer who is willing and able to do the painting, upgrading and ongoing maintenance it needs...

All the major systems (roof, HVAC, electric, etc) are good, but the house needs interior painting, hardwood floors refreshed, and the kitchen and baths are functional but need some TLC.

It's priced accordingly at $325,000 (we think that the fixed up value is in the $400k+) AND we'll lease option it with $15,000 option fee (don't have all of that? We may be able to work with you) and monthly payments of $2850/mo. (we think it would rent in the $3,500/mo range fixed up) to the renter/ buyer who has the skills and resources to do the work and make it the awesome house it should be.

We only have 2 big qualifications. The first is that you have enough consistent income to easily make the payments. The other is that you have the skills and resources to do the upgrades that this house needs and be able to maintain it once you've moved in.

If that's you and you'd like to know more about the house, the deal, or set up a showing so you can see the inside, please reply!
    "
"$2,650",/ 2br - ,Dublin 2 br Ranch double,"
        
            QR Code Link to This Post
            
        
Large 2 br ranch with yard on a quiet cal de sac  (not apartment building or hotel)

Looking for a place to call home for a month or longer? We have everything you need without the hassles of traditional apartments, all at a great rate.  fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already   We are move-in ready. So just bring yourself – and your furry family member – and feel right at home.


Property Amenities

 Non-Smoking

Pet-Friendly 

 Laundry washer dryer

In-Room Amenities

Fully Equipped Kitchen

Full-Size Refrigerator

Electric Range

Microwave

Free In-Room Wi-Fi

Flat Screen TVs

Free Cable with Premium Channels

Iron & Ironing Board


Staying less than 1 month? We also have weekly rates

Booking conditions apply.

    "
"$2,909",/ 3br - 1517ft2 - ,Come take a tour at The Liv Apartments!,"
        
            QR Code Link to This Post
            
        
The Liv Apartments is a smoke-free, brand new luxury apartment community in Livonia, MI 48152. We have, one, two and three bedroom apartments with spacious closets, hardwood floors, balconies, and patios.

The Liv Apartments is a welcoming community with in-unit Washer and dryer, community room, resident events throughout the year, fitness center, pool, five hole putting green, grilling stations, and much more.

Don’t miss your chance to enjoy living at The Liv Apartments
• Pets Welcomed
• Garages for rent
• Community Events throughout the year
• Community room to host parties or events
• 24/7 Fitness Center
• Outdoor Swimming Pool & Hot Tub
• Grilling Stations
• 5 Hole Putting Green
• Pet Washing Stations
• 10 Foot Ceilings
• Stainless Steel Appliances
• Mirror Backsplash in Kitchen
• Quartz Countertops
• Walk-in Closets
• Spacious Bedroom & Bathroom
• In-unit Washer and Dryer
• Hardwood Floors
• Valet Trash Service
Visit our website to get more information. https://www.livlivonia.com/
    "
"$2,985",/ 3br - 1643ft2 - ,3 Bedroom Townhome With a Finished Basement Coming This Spring!,"
        
            QR Code Link to This Post
            
        
Located in the center of Ann Arbor, Woodland Mews offers all-inclusive living fit for any lifestyle. Residents enjoy spacious apartments and townhomes, with vaulted ceilings and private patios and balconies. We have a complete suite of amenities to take care of your every need. In the morning, grab a complimentary continental breakfast at our JOE coffee bar with Starbucks® Café. When you come back from campus, hang out with friends in our designer Clubhouse or get some work done in our 24-hour business center with free printing. An active lifestyle is easy with our 24-hour JIM fitness center, and our brand new dog park will make your pets feel right at home. A luxury resort-style pool overlooks our stunning private lake, making Woodland Mews the ultimate place to retreat and relax and succeed during your time at University of Michigan.
    "
"$3,035",/ 3br - 2040ft2 - ,3 Bedroom Townhome With A Finished Basement,"
        
            QR Code Link to This Post
            
        
Located in the center of Ann Arbor, Woodland Mews offers all-inclusive living fit for any lifestyle. Residents enjoy spacious apartments and townhomes, with vaulted ceilings and private patios and balconies. We have a complete suite of amenities to take care of your every need. In the morning, grab a complimentary continental breakfast at our JOE coffee bar with Starbucks® Café. When you come back from campus, hang out with friends in our designer Clubhouse or get some work done in our 24-hour business center with free printing. An active lifestyle is easy with our 24-hour JIM fitness center, and our brand new dog park will make your pets feel right at home. A luxury resort-style pool overlooks our stunning private lake, making Woodland Mews the ultimate place to retreat and relax and succeed during your time at University of Michigan.
    "
"$2,950",/ 2br - 1225ft2 - ,Mid Century Modern in Safe Neighborhood - 30 day minimum,"
        
            QR Code Link to This Post
            
        
Step into the comfort of this Mid-Century Modern 2BR 1Bath nestled in one of the safest suburbs of the Cleveland area, Shaker Heights. Experience the Van Aiken District just a mile away and enjoy a 15 minute or so drive to the Cleveland Clinic and other local hospitals.

The modern design and amenity list should be everything you need.

✔ 2 Comfy Bedrooms with Queen Beds
✔ Dedicated Parking Spot
✔ Fully Equipped Kitchen
✔ 55"" Smart TV
✔ High-Speed Wi-Fi
✔ Smart Locks
✔ Fully Furnished
✔ All Utilities Included (YouTubeTV Cable Service)
✔ Additional Maid Service can be scheduled for extra charge

Location is perfect for hospital workers or those in the area for awhile.
    "
"$2,750",/ 2br - 1285ft2 - ,⭐⭐Brand new luxuriously remodeled modern condo!⭐⭐,"
        
            QR Code Link to This Post
            
        
This is my personal condo that I used to live in before getting happily married :)
I now live only 4 minutes away - so still very close.

This condo is located on the second floor - with a private entrance.
It features very spacious 2 bedrooms and 2 full bathrooms.
Master bedroom has an ensuite bathroom and walk in closet.
The condo also has a nice large kitchen, dining room, living room, office nook, and balcony facing west!
You can watch the beautiful sunset each evening :)

After my last renter left, I decided to completely remodel it exactly as I would have liked and spared no expense doing so.
* Brand new flooring in the entire condo
* Brand new tank-less hot water heater (unlimited hot water!)
* Brand new bathrooms - new fixtures, vanities, even new modern toilets!
* Brand new modern tile in both bathrooms!
* Brand new glass Euro door in master shower!
* Brand new upper end kitchen appliances
* Brand new large stainless steel kitchen sink
* Brand new kitchen cabinets
* Brand new washer and dryer
* Brand new quarts countertop in kitchen
* Brand new lighting - recessed lighting and beautiful new chandeliers
* Brand new modern door hinges and door knobs
* Brand new window treatment - even light blocking in bedrooms!

The condo also has some modern technical features such as
* New google doorbell with camera
* New google lock that can be securely controlled with an app
* New google nest thermostat that can also be controlled with an app
* New outdoor lighting that is motion sensitive

Other improvements made were:
* Balcony has a new floor
* Balcony has new lighting
* Entire place freshly painted in neutral modern color

This is a really nice condo that I am hoping will be a nice new home for some lucky person(s) :)
* Only one mile from shopping and restaurants
* Only one and half mile from I-275
* Only 20 minutes from Ann Arbor
* School district is within Silver Springs, Meads Mill, and Northville High School
* School bus picks up kids within view of your upstairs hall window

2 year minimum lease required
Sorry - no pets allowed
Rent includes water and HOA fees

Additional fees you will be responsible for are:
* Electricity
* Gas
* Internet
* Renter's insurance

Sorry - no pictures yet, as the condo is still being worked on and is not quite ready.  But it will be ready in a few weeks for anyone that wants to move in January!
    "
"$2,643",/ 1br - ,Extended Stay America,"
        
            QR Code Link to This Post
            
        
Furnished Studio - Only 2 Month Minimum!Take advantage of our special discounted rate! All utilities are included! show contact info
www.esa.com/craigslistLooking for a place to call home for a couple months or longer? We have everything you need without the hassles of traditional apartments, all at a great rate. Each room comes with a fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already hooked up and free! With no leases and no credit checks, we are move-in ready. So just bring yourself – and your furry family member – and feel right at home.Property AmenitiesPet-Friendly Rooms AvailableWeekly Housekeeping IncludedOn-Site Guest LaundryIn-Room AmenitiesFully Equipped KitchensElectric RangeMicrowaveFree In-Room Wi-FiFlat Screen TVsFree Cable with Premium ChannelsIron & Ironing BoardStaying less than 2 months?  We also have great nightly, weekly, and 30-night rates.  Call for details.Minimum 60-night length of stay required. Booking conditions apply, including a nonrefundable deposit. Rates and availability subject to change. Rate will vary by room type and stay dates. Rate not inclusive of taxes and fees. Actual room may vary from those shown.Pet Policy: A $25 (+ tax) per day, per pet non-refundable cleaning fee for the first month (not to exceed $150 + tax per pet), payable the first night of your stay. Each month thereafter is a $10 non-refundable fee (+tax) per day for the first 5 days of each month (not to exceed $50 + tax per month, per pet). Weight, size, and breed restrictions may apply.This site may contain errors, inaccuracies, omissions or incomplete data (including without limitation mistaken hotel rates or availability). Extended Stay America reserves the right to rescind any stated offer and to correct any errors, inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged.Extended Stay America - 20200 Thirteen Mile Rd., Roseville, MI 48066

    "
"$2,500",/ 3br - 2156ft2 - ,3 Bed - Available Now - Special $500 off,"
        
            QR Code Link to This Post
            
        
Regularly $3000, take possession by 11/30/2022 and only pay $2500 per month (that's $6000 off for the year)

Contact: Michael

This is our large 3 bed/2 bath corner apartment the “Cadillac” floor plan.  It is 2156 sq. feet of open space with wall to wall, floor to ceiling windows giving you a panoramic view of the river and downtown.

Above Floor Plan YouTube Link: https://youtu.be/vhyY9bgYaE4

Lafayette Towers sits on 9.83 acres nestled next to lushly landscaped Lafayette Park. This metropolitan hideaway, located just a stone's throw away from where the Detroit River meets the Canadian border, offers several amenities and is within walking distance of Greek Town and the Downtown Business District, making Lafayette Towers Apartments the essence of premier downtown-living. Our historic 22-story towers offer spacious apartment homes with captivating views in every direction. So, whether you’re looking towards Eastern Market, out across the tops of thousands of trees, scanning the Detroit skyline or looking out across the river to Canada......You Are in The Best Spot in The City.

 
Below are just some of the highlights we offer: 
Lafayette Towers provides 24 HOUR SECURITY
8ft OLYMPIC-SIZE HEATED POOL atop our beautiful rooftop deck.
Package Service
24 Hour Emergency Service
24-Hour Full-Size Laundry Facility
Utilities Included (heat, water & trash)
On Site (Un-covered Lot & Garage) Parking Available

Contact:
Michael Henderson | Leasing Consultant
Phone:  show contact info

 
Lafayette Tower Apartments 
1301 Orleans Street
Detroit MI 48207
www.lafayette-towers.com
Like us on Facebook at: https://www.facebook.com/TheLafayetteTowers/


Pictures of apartment interior are for viewing layout, some variances may apply

    "
"$3,000",/ 4br - 3200ft2 - ,"EDGEWATER DRIVE, 4Bed,5Bath, Vaulted, Skylights","
        
            QR Code Link to This Post
            
        
Edgewater North is a lake front community with mostly owner-occupied homes. The neighborhood, neighbors and HOA, (Home Owners Assoc), make it a close- knit and connected community. The history of the neighborhood and the housing stock make every home special and filled with character. 

Located in the Edgewater North Neighborhood, 
approx. 3200  sq ft, 
4 large bedrooms, 1st floor Bed ensuite Bath with separate shower,
5 full baths-3 on main level, 
open floor plan, 
large kitchen w vaulted ceiling/skylights, 
large dining / family rooms, library/office, 

wood flooring throughout the home, 
2 large bedrooms main level, 
2 large bedrooms, bath, 2nd level, 
semi-finished lower level, 
3 car garage, 
Truly awesome home and neighborhood, 
Walking to Edgewater Park, shopping, dining, entertainment. 
Prefer 2-year lease.

To set a private viewing time PLEASE REPLY with INFORMATION about 
•	yourself, 
•	living situation, 
•	when you plan to move, Month/Date 
•	what you do to support your lifestyle. 
If you have non-human occupants, please explain the make and model as part of your living situation. 
If you are NOT a quiet, responsible person or family, please keep looking. 
Lazy replies may NOT receive a response. 
This home has NOT been inspected for assisted living housing credit. It may pass US veteran housing guidelines.
I plan to show the home by a scheduled viewing.
Thank you for looking,
If it's posted, it's available. Please do not ask if it's available.
    "
"$2,700",/ 3br - ,Beautiful 3 bedroom loft apartment available in downtown Ann Arbor,"
        
            QR Code Link to This Post
            
        
Don't miss your opportunity to live right in the heart of downtown Ann Arbor.

Enjoy one of our 4 loft apartments located in downtown Ann Arbor. Our lofts offer high ceilings, large windows, a rooftop deck, and multi-level living space. Lease this three-bedroom loft with three full bathrooms—updated flooring on the main floor, beautiful new windows, and a fantastic rooftop deck. The rental rate is $2700.00 a month, including heat and water. We prefer a 12-month lease but are open to a short-term lease. 

No Pets Allowed

Other Amenities - Unfurnished. Appliances - Dishwasher, Air Conditioning, Refrigerator, Range, Oven, Garbage Disposal, Washer & Dryer- in Basement of building, Microwave. Lease lengths - 12 Months. Heat Included, Resident Pays Electricity, Gas Included, Water Included, Trash Pick-up Included. Pet policies - No Pets Allowed.
    "
"$2,500",/ 3br - 2384ft2 - ,"3 bedroom, 2 1/2 bath, finished family room","
        
            QR Code Link to This Post
            
        
This house is located at 4533 Brookmeadow court SE,  Kentwood, MI. 49512

        Interior Features
        Hardwood Floors        
        Kitchen with Refrigerator, Stove,  Dishwasher and Microwave.
        2 Sliders to 2 back decks
        3 Bedrooms 
	2 1/2 baths 
        2nd living room with Fireplace
        Finished family room in basement
        Central Air
        Storage room
        washer/dryer hookups
	Exterior Features
        2 stall attached garage
        2 Back decks 
        Fenced in back yard
       
               

This home is rents for $2,500.00 per month with a $2,500.00 Security Deposit.

 Pets are accepted upon approval with an extra feePlease call our office to get more information or to schedule a showing at  show contact info
.
    "
"$2,500",/ 2br - 1722ft2 - ,BEAUTIFUL CONDO IN FARMINGTON HILLS FOR RENT,"
        
            QR Code Link to This Post
            
        
IF THIS PROPERTY DOESN'T FIT YOUR NEEDS, FEEL FREE TO CALL OR EMAIL ME I MAY HAVE OTHER PROPERTIES TO PASS BY YOU
 show contact info


2 Beds
2 Baths
1722 Square Ft


BEAUTIFUL 2 BD AND 2 FULL BA CONDO NESTLED IN THE COLORFUL WOODED RAMBLEWOOD COMMUNITY OF FARMINGTON HILLS . GATED COMMUNITY . COZY LIVING ROOM WITH A GAS FIREPLACE . SPACIOUS MASTER SUITE AND WITH A FULL BATH .ELEGANT KITCHEN WITH GRANITE COUNTER TOPS . OWNER REQUIRES A LEASE APPLICATION WITH DOCUMENTS OF GOOD INCOME/EMPLOYMENT , CREDIT , AND RENTAL HISTORY IN GOOD STANDING .
    "
"$3,200",/ 3br - 1800ft2 - ,Entire top floor Plus Private Deck near Med Campus in Historic Bldg,"
        
            QR Code Link to This Post
            
        
The apartment occupies the entire 3rd floor (approximately 1800 square feet) plus a large private deck and the entre attic for storage. There is a barn door that allows you to create a separate space for a home office or for entertaining. Open floor plan for dining room, living room and kitchen. Three bedrooms with walk in closets and 2 full baths.

Centrally located: near the U of M Hospital, Medical Campus, Kerrytown, Farmers Market, Zingerman's Deli, down the block from Northside Grill and across the street Argo Park. If you like biking, hiking, canoeing, tubing or running, this is the place to be!
Live in a piece of Ann Arbor's History! The Anson Brown Building was built in 1832 and is Ann Arbor's oldest commercial building.


It has all modern amenities:

- Kitchen with granite counter tops and stainless appliances
- Stainless Bosch Dishwasher
- French Style 3 Door Refrigerator with ice maker and water dispenser
- Thermal windows with marble window sills
- Large private deck
- Open floor plan for kitchen, dining room and living room
- Stacked HE washer and dryer
- Lots of Closets! Walk ins in each bedroom, coat, linen, pantry, and utility closets
- Sliding Barn Door allows for a separate home office
- Private Entrance
- Up to 3 off street parking spaces

Contact Jim at  show contact info

    "
"$2,550",/ 2br - ,Downtown AA Beautiful loft (furnished if you'd like),"
        
            QR Code Link to This Post
            
        
Available for move in within a month.

Looking for someone to take over the lease for this 2 bedroom loft on Main St. and Liberty in downtown Ann Arbor right above from Shalimar across from Starbucks. 

The current lease goes through July (though can flexibly end as early as end of February or as late as end of June if we decide now -- the landlord is flexible). I'd like to give the person currently living there a couple weeks to move out, but beyond that it's available fairly immediately. Parking is in a structure 30 seconds walk away (I timed it), and about $220 a month. You'd take over utilities.

I'd mostly prefer to have someone take over the lease, and I'd get my stuff out of there. However, if you'd like a beautifully FURNISHED space at a bit of a lower price and are moving in within weeks we could do this another way: I could leave it completely furnished. I'd leave my personal stuff boxed in the second bedroom as storage and there's tons of space for your stuff as well. The 1st bedroom has a very expensive king sized bed (cost about 5k and is a sleep game changer). There's also a projector that takes up the whole wall against the bed. I have videos I can send.

To schedule a 10-minute phone interview to discuss use this link. (ADHD here, this is the only way I stay organized!)
https://drkumarmd.as.me/2022SubLease
    "
"$2,600",/ 2br - 1632ft2 - ,Fabulous two-story Penthouse w/Majestic Lake/City Skyline Views,"
        
            QR Code Link to This Post
            
        
Fabulous two-story Penthouse with soaring wall of windows overlooking panoramic views of the lakeshore & the river. Large roof top deck with incredible City skyline views. Open floor plan on the first floor. Beautiful maple and black granite kitchen (stainless appliances w/gas stove) overlooking the two-story great room. Very dramatic space highlighted by a gas fireplace and hardwood flooring. First floor bedroom with gorgeous, attached bath. The second floor offers a large, lofted main living area with the same full view of the water, and an elegant owner's suite with private glamour bath including a full-sized jetted tub and granite shower. The added open closet remains with the property. Newer fixtures, carpet and fresh paint throughout. All appliances including washer and dryer are included with lease. Garage parking is included. On site security, work-out room, elevators and more
    "
"$3,200",/ 3br - 1800ft2 - ,"Centrally Located, Walk to Med Campus & Farmers Market","
        
            QR Code Link to This Post
            
        
The apartment occupies the entire 3rd floor (approximately 1800 square feet) plus a large private deck and the entire attic for storage. There is a barn door that allows you to create a separate space for a home office or for entertaining. Open floor plan for dining room, living room and kitchen. Three bedrooms with walk in closets and 2 full baths.

Centrally located: near the U of M Hospital, Medical Campus, Kerrytown, Farmers Market, Zingerman's Deli, down the block from Northside Grill and across the street Argo Park. If you like biking, hiking, canoeing, tubing or running, this is the place to be!
Live in a piece of Ann Arbor's History! The Anson Brown Building was built in 1832 and is Ann Arbor's oldest commercial building.


It has all modern amenities:

- Kitchen with granite counter tops and stainless appliances
- Stainless Bosch Dishwasher
- French Style 3 Door Refrigerator with ice maker and water dispenser
- Thermal windows with marble window sills
- Large private deck
- Open floor plan for kitchen, dining room and living room
- Stacked HE washer and dryer
- Lots of Closets! Walk ins in each bedroom, coat, linen, pantry, and utility closets
- Sliding Barn Door allows for a separate home office
- Private Entrance
- Up to 3 off street parking spaces
    "
"$2,500",/ 3br - 1700ft2 - ,Beautiful 3 Bedroom home with quality updates,"
        
            QR Code Link to This Post
            
        
Beautiful 3 Bedroom home with quality updates. Updates include custom maple kitchen with upscale appliances. New Anderson windows, door walls, siding, tear off roof and central air. Private treed yard. Beautiful Subdivision with parks and ponds. Walk to downtown Rochester.
    "
