Text,Text1,Text2,Text3
"$1,200",/ 1br - 756ft2 - ,country cottage,"
        
            QR Code Link to This Post
            
        
Nice country cottage for rent furnished, one person, it's a small place and there is only room for a single bed, because the space is small, It's 1,200 a month available dec. 1st through last day of February. Must be out by last day of February. March 1st you must leave. Cable extra and internet extra, utilities run about 50 to 120 $ a month in the winter, electric and gas. it's 2 minutes to walk to downtown Maple city, if you don't have a vehicle, it's right on the bus route, natural gas fireplace heats the place. not suitable for more than one person, it's that small of a house, plus insured only for one person. pet ok, laundry in basement, both a washer and drier,
    "
"$2,099",/ 2br - 1200ft2 - ,Looking for a Large 2Br Apartment w/Internet? This is Perfect for You!,"
        
            QR Code Link to This Post
            
        
Magnificent, bright, neat and clean, well maintained 2Br Large LUXURY Apartment with spectacular views at 124 King St. N, Waterloo, ON N2J 2X8 in A Desired Uptown Waterloo Area, Bus Stop at Door, Great Layout, Nice Laminate Floor.
The apartment is also very close to LRT Stations, the University of Waterloo, Wilfrid Laurier University, Conestoga College, banks, shops, restaurants, schools and medical offices Plus Quick Access to Major Highways and Airport and is available for rent from December 31, 2022. The Rent is $2099/mt. Utilities (water, hydro, gas/heating and AC) and High Speed Unlimited Mesh Internet/Wireless are extra $299/month). The apartment is a Large Unit (entire floor) with Split Bedrooms and two entries, one from the King St. and another from the Elgin St. Large Kitchen with Generous Kitchen Counter Space and Storage, Air conditioner and many more. Laundry room on site. Just Move In! Unbeatable!!! Great Place to call home!!!
    "
$967,/ 3br - 1451ft2 - ,"On Site Maintenance, Attached Garage","
        
            QR Code Link to This Post
            
        
Centrally located on the former Oshkosh Fairgrounds, these modern Townhomes are perfectly situated for the modern family. Within walking distance of school and just minutes from Downtown Oshkosh and Highway 41, Fair Acre Townhomes is the best of both worlds.

-Garbage Disposal
-Smoke Free Housing
-Trash Removal Included
-On Site Laundry
-Fitness Center
-Private Entry
-Refrigerator
-Central Air
-Club House
-Private Driveways
-Microwave
-On Site Maintenance
-Community Patio
-Playground
-Resident Activities
-Water/Sewer Included
-Pets Welcome
-Patio
-Cable Ready

Starting at: $436-$875. 

Fair Acre Townhomes
1911 N. Main Street
Oshkosh, WI 54901
Phone:  show contact info


Office Hours:
Monday - Thursday 8:00AM - 4:30PM

Income Restrictions Apply
Pricing & Availability Subject to Change
Professionally Managed by ACC Management Group, Inc., an Equal Housing Opportunity provider.
    "
"$1,150",/ 2br - 865ft2 - ,"Community Park, Cable Ready, Package Acceptance","
        
            QR Code Link to This Post
            
        
At South Glen Apartments, our legendary service, incredible value, and warm community spirit are designed to offer you a superior living experience.

Each home in South Glen has both front and back window exposure providing a light, airy atmosphere.  A landscaped courtyard accents the front of each building cluster while large expanses of open space separate each court, assuring backyard privacy.

Located in Brownstown Township, between Allen Road and Fort Street provides direct access to nearby schools, shopping centers and major employers.

-Swimming Pool
-Easy Access to Interstates
-Efficient Appliances
-Tile Flooring
-Playground
-Oversized Closets
-Bark Park
-Linen Closet
-Window Coverings
-Basement
-Central Air Conditioning
-Community Park

Call:  show contact info


For more information, visit us at: https://livewithm2.com/t36kuxtw/south-glen-apartments

Pricing and availability are subject to change.
    "
$695,/ 2br - 933ft2 - ,Nice 2 Bed Condo Maumee Ohio,"
        
            QR Code Link to This Post
            
        
Must see this 2 Bed Condo ground level in Maumee Ohio $695 mo plus deposit, possible rent to own  show contact info
/ show contact info

    "
"$1,594",/ 2br - 912ft2 - ,"Gas fireplace option, Condo-style private entry","
        
            QR Code Link to This Post
            
        
21805 Foxhaven Run, Waukesha, WI 53186Amidst forty acres of woodlands in the prestigious Town of Brookfield, Foxhaven has successfully woven together a neighborhood at one with the land.,Your residence is eloquently appointed and provides optimum privacy and convenience.  Two bedroom floor plans offer options such as cathedral ceilings, fireplaces, dens, and lofts.  Your entrance is private, as is your patio or balcony and garage/storage area.,Inside you will find the convenience of a complete appliance package including washer/dryer, central air conditioning and high efficiency furnaces.  Outside, manicured lawns and lush landscaping are attended to for you, so that you can enjoy the best life has to offer.,Our location is superb!  Foxhaven, though nestled in the Town of Brookfield, boasts the convenience of being just minutes from Waukesha and Milwaukee.  Some of the area's best restaurants, theaters, shopping, and health clubs are within a mile of Foxhaven.Apartment Features:2 bedroom, some with den and upper level loft floor plansGas fireplace optionLiving areas from 912 to 1,274 square feetEnclosed 1 car garage with additional surface parkingCondo-style private entryMaster suite with full bathQuality, quiet, energy-efficient constructionCommunity Features:Extensive Conservation PreserveSpringdale and Watertown Road conveniencePet friendly - no weight limit, doggie stationsWaukesha School District: Hillcrest Elementary, Horning Middle, Waukesha North HighCall:  show contact info
For more information, visit us at: https://livewimmer.com/koini2xr/foxhaven*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information!
    "
"$1,375",/ 2br - 927ft2 - ,"Private Patio / Balcony, Clubhouse/Fitness Center, Pool Views","
        
            QR Code Link to This Post
            
        
YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME!Surrounded by sprawling green lawns and mature trees, Independence Green Apartments is your destination for inspired living. Our one-, two-, and three-bedroom apartment homes offer well-appointed interiors complete with a convenient in-home washer and dryer and ample storage space.  Our wooded community provides gorgeous views and the perfect backdrop for a quiet glass of wine on your own private patio. If you prefer to work out before you relax, check out our heated indoor pool in the winter, or our sparkling outdoor pool and sand volleyball court in the summer.    Independence Green Apartments has everything you need to unwind, get fit, and live well. Come see why life is better at Independence Green Apartments. Amenities Include:Pool ViewsBBQ AreaHardwood FlooringIn-Home Washer/DryerUpgraded Kitchens4 Tennis CourtsStainless Steel AppliancesPrivate Patio / BalconyClubhouse with Free WiFiPet-Friendly – Dogs and Cats Welcome!New Cabinetry In Renovated UnitsClubhouse/Fitness CenterCall:  show contact info
For more information, visit us at: https://livewithjrk.com/vv3iayv2/IndependenceGreen
    "
"$1,199",/ 2br - 1200ft2 - ,"Laundry Facility, Oops Late Fee Forgiveness, Covered Parking","
        
            QR Code Link to This Post
            
        
Cambridge Square Apartments in Southfield, Michigan, offers spacious one and two-bedroom floor plans within a lush, park-like setting. Features include covered parking, laundry facilities, and central air conditioning.  

Cambridge Square provides easy access to local expressways including I-696 and is just minutes from Birmingham, Royal Oak, Berkley and Ferndale and only two miles from both Beaumont and Providence Hospitals.

Call us today for your personal tour!

-Package Acceptance
-Secured Entry with Intercom
-Window Coverings
-Central Air Conditioning
-Dining Room
-Playground
-Automatic Payment Options Available
-Application Fees Per Apartment, Not Per Person
-Cash Payments Accepted At Select Retailers
-Additional Storage
-Cable Ready
-Covered Parking

Call:  show contact info


For more information, visit us at: https://livewithm2.com/uc2ws4dv/cambridge-square

Pricing and availability are subject to change.
    "
$988,/ 1br - 607ft2 - ,"Dining Room, Laundry Facility, No Security Deposit Required","
        
            QR Code Link to This Post
            
        
Country Meadows Apartments, located in Ypsilanti, Michigan, offers one and two-bedroom floor plans and features fully equipped kitchens with separate dining area, oversized closets, fitness center and on-site laundry facilities.
 
Country Meadows is nestled in a beautiful park-like setting close to shopping, dining, and public transportation and is conveniently located near I-94 and US 23 freeways. Eastern Michigan University and Washtenaw Community College are also just minutes away.

Call today to schedule a tour of your new home!

-Laundry Facility
-24-Hour Fitness Center
-Automatic Payment Options Available
-Hardwood Flooring in Some Areas
-Ceiling Fans
-No Security Deposit Required
-Cable Ready
-Easy Access to Interstates
-Late Fee Forgiveness
-Cash Payments Accepted At Select Retailers
-Dining Room
-Gas Range

Call:  show contact info


For more information, visit us at: https://livewithm2.com/fhey4nnk/country-meadows

Pricing and availability are subject to change.
    "
"$1,193",/ 2br - 1104ft2 - ,"Three Tennis Courts, Onsite Bar & Grill","
        
            QR Code Link to This Post
            
        
Experience luxury apartment living and first-rate convenience! Canterbury Green Apartments is conveniently located on the northeast side of Fort Wayne, Indiana, minutes away from Purdue University and Fort Wayne International Airport. All of our spacious homes are fully equipped with a washer and dryer, a private patio or balcony, and an abundance of closet space. Many of our homes feature cozy fireplaces and custom finishes such as built-in bookcases.

Property Amenities: Onsite Golf Course250+ Beautifully Landscaped AcresFour Swimming PoolsGame Room with Billiard TablesResident Event LoungeState-of-the-Art GOFit Wellness ClubThree Tennis CourtsGuest Suites AvailableGOTech Business CenterOnsite Bar & GrillGOFetch Off-Leash Dog ParkRacquetball Court & Sports Court

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/nxygspji/canterbury-green

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$1,296",/ 2br - 1570ft2 - ,"Swimming Pool with Expansive Sun Deck, Pet Friendly, Resident Events","
        
            QR Code Link to This Post
            
        
Our Southfield apartments for rent at Sutton Place are nestled in a beautiful pet-friendly community that you would be proud to call home. Our exceptional floor plans and impressive community amenities paired with our gracious team will surpass all of your expectations. Enjoy the care-free lifestyle you deserve! Our prime location allows easy access to all the major employment centers, I-696, M-10, and Southfield Freeway making traveling a breeze! You’ll be minutes away from great dining, golf courses, and all the entertainment you’ll love. Take a closer look at the lifestyle that awaits you in our photo gallery and contact us to learn more. You’ll love what you see!

Property Amenities: Swimming Pool with Expansive Sun DeckGated CommunityResident EventsCommunity ClubhouseGOFit Fitness CenterPet FriendlyOnline Resident PortalGarages and Carports Available

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/qeeg64xi/sutton-place

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$1,150",/ 2br - 865ft2 - ,"Bike Storage, Basement, Disability Access","
        
            QR Code Link to This Post
            
        
At South Glen Apartments, our legendary service, incredible value, and warm community spirit are designed to offer you a superior living experience.

Each home in South Glen has both front and back window exposure providing a light, airy atmosphere.  A landscaped courtyard accents the front of each building cluster while large expanses of open space separate each court, assuring backyard privacy.

Located in Brownstown Township, between Allen Road and Fort Street provides direct access to nearby schools, shopping centers and major employers.

-New/Renovated Interior
-Basement
-Efficient Appliances
-Dishwasher
-Package Acceptance
-Bike Storage
-Disability Access
-Energy Efficient HVAC
-High Speed Internet Access
-Washer/Dryer
-BBQ & Picnic Area
-Oversized Closets

Call:  show contact info


For more information, visit us at: https://livewithm2.com/ascdap5o/south-glen-apartments

Pricing and availability are subject to change.
    "
,,Cozy & Beautiful 2 BR Near Mt Holeyoke...SCAM!,"
        
            QR Code Link to This Post
            
        
Here's another address for a house that's for sale, not for rent. It's a SCAM and Holeyoke College is in Massachusetts!
    "
$895,/ 1br - 760ft2 - ,$1 / 2br - Veterans Welcome !,"
        
            QR Code Link to This Post
            
        
Cabrini School Lofts is an affordable community that has beautiful, select 1- and 2-bedroom with age and income restrictions.  
Please call us to inquire as pricing and availability are subject to change.  
•	1- & 2-Bedroom Affordable Units
•	Full Appliance Package Including Dishwasher and Microwave
•	In-Unit Washer/Dryer 
•	Community Room
•	Pet Friendly (Restrictions Apply)
•	Elevator
•	Garage Rental Available

Cabrini School Lofts 
619 Merritt Ave 
Oshkosh, WI 54901

Office Hours:
Monday – Friday:  8:00 AM to 4:00 PM
All other times by appointment.

Income Restrictions Apply
Professionally Managed by ACC Management Group, Inc., an Equal Housing Opportunity provider.
    "
"$1,579",/ 2br - 1600ft2 - ,"Dishwasher, Laundry Facility, Easy Access to Interstates","
        
            QR Code Link to This Post
            
        
Solaire is a smoke-free, luxury apartment community for seniors 62 years of age and better who prefer a serene lifestyle. We have studios, one, two and three bedroom apartments with spacious closets, carpeted floors, balconies, and patios.

Solaire is a welcoming community with on-site beauty salon, library, community center, weekly activities, sauna, fitness center, pool, laundry, and much more.

Don’t miss your chance to enjoy peaceful living at Solaire, call today!

-Linen Closet
-Window Coverings
-Secured Entry with Intercom
-Indoor Pool
-Assigned Parking
-Community Center
-Walk-In Closets
-Central Air Conditioning
-Cable Ready
-Cash Payments Accepted At Select Retailers
-Weekly Activities
-Sauna

Call:  show contact info


For more information, visit us at: https://livewithm2.com/4l3uidgr/solaire

Pricing and availability are subject to change.
    "
"$1,550",/ 3br - 1400ft2 - ,"Large, bright 3 bedroom Apartment","
        
            QR Code Link to This Post
            
        
Large 3-bedroom apartment for rent in a beautiful 2-flat Greystone. 2nd floor unit.

Newly remodeled. Beautiful hardwood floors throughout.

Enclosed back porch area.

This apartment features a washer and dryer in the basement for exclusive use by tenants of this apartment (no coins needed). 

Gas-forced central heat and air. 

Nice block. The building is across from an elementary school. 

Quick access to downtown Chicago via Grand Avenue. 

1 Garage Spot available. 

Text John to view.
    "
$180,/ 1br - ,Clean-Affordable-Efficiencies- Marshall Motor Lodge-Must see pictures,"
        
            QR Code Link to This Post
            
        
Marshall Motor Lodge 
A Quiet Country Motel Located just out side of the city of Marshall. Just a few minutes away from downtown shopping but far enough out for that quiet country setting.
 no pets
smoke free rooms

ALL UTILITIES INCLUDED:
water
gas
electricity
heat 
air conditioning
internet [wifi]
direct tv
trash

Amenities:


picnic table
barbeque grills
pavilion
furnished /or unfurnished available
parking right in front of your own apartment
quite country setting

NO LONG LEASE

NO SECURITY DEPOSIT

Appliances: 

refrigerator
coffee pot
microwave
kitchenettes
32 inch TV

we supply toilet paper 
 fresh towels and  sheets weekly or when needed
Daily $60.00
weekly rentals $180.00


Contact Marshall Motor Lodge at  show contact info

or Brian  show contact info

    "
"$1,950",/ 3br - ,3bdr./1bath apt. for rent on Irving Park and Pulaski rd.,"
        
            QR Code Link to This Post
            
        
A beautiful newly remodeled 3 bedroom/1 bath apartment for rent on Irving Park and Pulaski Rd. is available.  $1950 not including utilities.  The apartment includes a free parking spot space.  The apartment is located 1/2 a block from the blue line, walking distance.  Close to shopping mall, 24 hour busses, and the expressway.  Section 8 are welcome. Please call Mike at 773-616-1667 anytime if interested.
    "
"$1,390",/ 2br - 1000ft2 - ,largest two bedroom early december,"
        
            QR Code Link to This Post
            
        
Fox Crest Apartments in Waukegan is situated on 13 acres of beautiful grounds featuring patios, stately trees, and a picturesque creek spanned by a scenic bridge. You will find yourself surrounded by the beauty of nature. Fox Crest Apartments offers a variety of 1, & 2-bedroom apartments to meet your needs, ranging from 725 to 1000 square feet of space. Each of our Waukegan apartments features amenities like a patio/balcony, central heating and air, and more. When you become a resident of our community, you will have access to our pool and sundeck, a secure package receiving locker, and other great features that set us apart from others in the area. Fox Crest is a pet-friendly apartment community that is proud to welcome your furry friends! And talk about location! We are close to everything you need. Purchase your groceries nearby at Lewis Fresh Market. Restaurants nearby include Papa John's, Hoagie Hut, and more. Additionally, we are located near The Field House Sports and Fitness Center Walgreens, Starbucks, the People's Choice Family Fun Center, and more. Contact us today to make Fox Crest your new home!

-Private Balcony
-Bike Racks
-View
-On-Site Management
-Central Heating & Air Conditioning
-Sundeck
-Carpeted
-Swimming Pool
-Amazon Hub Locker
-24 Hour Emergency Maintenance
-Dishwasher
-Refrigerator

Call:  show contact info


Monday-Friday: 8AM-6PM
Saturday: 10AM-4PM

2805 W Glen Flora, Waukegan, IL 60085

For more information, visit us at: https://livingmonarch.com/5hwcwncx/fox-crest

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
"$2,135",/ 3br - 1440ft2 - ,"Fairway Views, Stainless Steel Appliances, Clubhouse/Fitness Center","
        
            QR Code Link to This Post
            
        
YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME!Surrounded by sprawling green lawns and mature trees, Independence Green Apartments is your destination for inspired living. Our one-, two-, and three-bedroom apartment homes offer well-appointed interiors complete with a convenient in-home washer and dryer and ample storage space.  Our wooded community provides gorgeous views and the perfect backdrop for a quiet glass of wine on your own private patio. If you prefer to work out before you relax, check out our heated indoor pool in the winter, or our sparkling outdoor pool and sand volleyball court in the summer.    Independence Green Apartments has everything you need to unwind, get fit, and live well. Come see why life is better at Independence Green Apartments. Amenities Include:Clubhouse/Fitness CenterIndoor Heated PoolBeautiful Views of the CommunityHardwood FlooringIn-Home Washer/DryerBBQ AreaOnline Payments AvailableNew Cabinetry In Renovated UnitsStainless Steel AppliancesUpgraded KitchensResident Referral ProgramIdeal Farmington Hills LocationCall:  show contact info
For more information, visit us at: https://livewithjrk.com/civw5h2m/IndependenceGreen
    "
$878,/ 1br - 852ft2 - ,"Four Swimming Pools, Onsite Bar & Grill, GOTech Business Center","
        
            QR Code Link to This Post
            
        
Experience luxury apartment living and first-rate convenience! Canterbury Green Apartments is conveniently located on the northeast side of Fort Wayne, Indiana, minutes away from Purdue University and Fort Wayne International Airport. All of our spacious homes are fully equipped with a washer and dryer, a private patio or balcony, and an abundance of closet space. Many of our homes feature cozy fireplaces and custom finishes such as built-in bookcases.

Property Amenities: Racquetball Court & Sports Court250+ Beautifully Landscaped AcresGOTech Business CenterOnsite Bar & GrillThree Tennis CourtsGuest Suites AvailableGOFetch Off-Leash Dog ParkResident Event LoungeState-of-the-Art GOFit Wellness ClubFour Swimming PoolsOnsite Golf CourseGame Room with Billiard Tables

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/kf2mowen/canterbury-green

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
$878,/ 1br - 852ft2 - ,Best Amenities,"
        
            QR Code Link to This Post
            
        
Experience luxury apartment living and first-rate convenience! Canterbury Green Apartments is conveniently located on the northeast side of Fort Wayne, Indiana, minutes away from Purdue University and Fort Wayne International Airport. All of our spacious homes are fully equipped with a washer and dryer, a private patio or balcony, and an abundance of closet space. Many of our homes feature cozy fireplaces and custom finishes such as built-in bookcases.

Property Amenities: Guest Suites AvailableGOFetch Off-Leash Dog ParkFour Swimming PoolsRacquetball Court & Sports CourtResident Event LoungeGame Room with Billiard Tables250+ Beautifully Landscaped AcresState-of-the-Art GOFit Wellness ClubOnsite Golf CourseOnsite Bar & GrillGOTech Business CenterThree Tennis Courts

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/ewuwfpi7/canterbury-green

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
$950,/ 1br - 750ft2 - ,"Laundry Facility, BBQ & Picnic Area, Late Fee Forgiveness","
        
            QR Code Link to This Post
            
        
Huntington House’s plush, landscaped courtyards with two community pools, walking paths, sundecks, barbecues and picnic tables welcomes residents with the perfect environment to call “home”. Each apartment offers spacious floor plans, beautiful views of the courtyards and private entry. Located on Fort Street enjoy Huntington House’s neighborhood charm in the city. We would love for you to come on by and see what Huntington House has to offer!

-No Security Deposit Required
-Air Conditioned
-Late Fee Forgiveness
-Laundry Facility
-Sparkling Clean Swimming Pool
-One $35 Application Fee Per Apartment, Not Per Person
-Radiant Baseboard Heat
-BBQ & Picnic Area
-Additional Storage
-Online Payment Options (Credit Card, Debit Card and ACH)
-Picture Windows with Courtyard Views
-Package Acceptance

Call:  show contact info


For more information, visit us at: https://livewithm2.com/sblbohto/huntington-house-apartments

Pricing and availability is subject to change.
    "
"$1,449",/ 2br - 1080ft2 - ,"Convenient snack bar, 2 bedroom floor plans, Marble vanity tops","
        
            QR Code Link to This Post
            
        
10123 West Forest Home Avenue, Hales Corners, WI 53130From the Botanical Gardens to the Nature Center, there’s a private footpath that takes you home to Whitnall Glen. This quaint, private community awaits you with friendly neighbors and caring management.,Near the center of the Village of Hales Corners, convenient shopping and dining are just a short walk away, as well as immediate freeway access. Whether you want to bicycle, cross country ski or just take a quiet stroll, Whitnall Park is just outside your door.,Architecturally distinctive, these stone-detailed residences are designed with energy-efficient construction and convenience for your comfort. Desired amenities such as private entries, cathedral ceilings, patios or decks and marble vanities are just a few of the stylish appointments contained within these one bedroom with den or two bedroom apartment homes. A private garage, dishwasher and individual laundry facilities provide exceptional value at an affordable price.Apartment Features:Marble vanity topsConvenient snack barFully equipped kitchen with range/oven, refrigerator, and dishwasherIn-home washer and dryerMaster fire alarmIndividually controlled heating and air conditioningWeatherized vinyl windows with insulated glassQuality, quiet, energy-efficient constructionCommunity Features:Skilled management and maintenance available 24 hoursDirect access to Whitnall Park footpathsConvenient Forest Home location in the heart of Hales CornersPet friendly - no weight limit, doggie stationsWhitnall School District: Hales Corners Elementary, Whitnall Middle and High SchoolsCall:  show contact info
For more information, visit us at: https://livewimmer.com/25roo6pu/whitnall-glen*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information!
    "
$650,/ 1br - 16ft2 - ,Room for rent and Share the house,"
        
            QR Code Link to This Post
            
        
Big  bedroom for rent. All utilities included. Parking available. Fenced yard for out door activities. Porch for guests.  living area and kitchen and dining room for use.  . All appliances including frige.  Oven  and microwave  .Full bathroom and lots more
    "
