Text,Text1,Text2,Text3
"$3,595",/ 4br - 2379ft2 - ,"4 Bedroom House, 906 Burgundy Ln - Wildwood, MO, 63011","See better photos and SCHEDULE A SHOWING at:

http://showinghotline.com/lc/fb98e0401f

No, it's not a hyperlink. :-( You still have to copy-and-paste this link into the address bar on your web browser.


4 Bedroom House
906 Burgundy Ln, Manchester, MO, 63011

$3595 per month
Available now
4 beds, 3 full and 1 half baths
2379 sq. ft.

RENTER'S INSURANCE REQUIRED

LOWER YOUR MOVE IN COST WITH OUR NO DEPOSIT OPTION THROUGH JETTY - See Helpful Resources Below For More Information!

Gorgeous home in the Parkway school district located off HWY 141 near Manchester! This house spans over 2,300 sq. ft. of living space and has 4 bedrooms and 3.5 bathrooms. The main level has a spacious living room, family room, formal dining room, half bath, and an incredible kitchen. The upstairs contains a master bedroom complete with a master suite, three traditional bedrooms, and a full bath in the hall. The basement is complete with a recreation room, bar, and full bath! The large deck gives you plenty of room to enjoy the quiet backyard.

Bedrooms: 4
Bathrooms: 3.5
Rooms: 9
SQ. FT.: 2379
Flooring: Hardwood, Carpet, Tile
Utilities: Electricity, Gas, Water, Trash, Sewer, Lawncare, Snow Removal
Basement: Finished
Pets: Allowed - See Pet Policy (link below under Helpful Resources)
School District: Parkway
Section 8: Not Accepted
Security Deposit: $3595
Application Fee: $60 per in-person adult application/$50 if applying online

DISCLOSURES:
This property may require a municipal inspection which may affect when it is available for move-in.

There may already be applications submitted for this property at the time you submit your application. We cannot guarantee any unit, although it may be available at the time your application is submitted. Units are rented to the best-qualified applicant (not based on the order received) with the full security deposit paid. A security deposit will not be accepted until the rental application is approved

HELPFUL RESOURCES (copy and paste links into browser):

Rental Criteria & Prospect Guide: https://www.decarealty.com/rental-criteria/
Application Process: https://www.decarealty.com/application-process/
Apply: https://fs17.formsite.com/residentresearch/decarealty/index.html
Pet Policy: https://www.decarealty.com/pet-policy/
Prospective FAQs: https://www.decarealty.com/tenant-faqs/
Jetty: https://www.jetty.com/move
Case Net MO: https://www.courts.mo.gov/cnet/welcome.do
Fair Market Rent Documentation System: https://www.huduser.gov/portal/datasets/fmr/fmrs/FY2023_code/2023summary.odn?cbsasub=METRO41180M41180&year=2023&fmrtype=Final

Carpet Flooring
Gas Forced Heat
Hardwood Floooring
Natural Stone Countertops
Pets Allowed
Renter's Insurance Required
Separate Tub & Shower
Stove Electric
Tile Flooring
Washer/Dryer Hook Ups

Rooms and Interior
. Finished basement
. Hardwood floors
. Carpet floors
. Fireplace
. Family room
. Living room
. Formal dining room
. Walk-in closet
. Ceiling fans
. Master bath

Kitchen and Bath
. Electric stove/oven
. Tile floors
. Andesite kitchen counters
. Eat-in kitchen
. Hardwood cabinets
. Dishwasher
. Refrigerator
. Microwave
. Pantry
. Soaking tub

Utilities and Extras
. Gas furnace
. Central air conditioning
. Attached garage
. Laundry hookups in unit

Building and Surroundings
. Deck
. Yard

Lease Terms
. Tenant pays all utilities
. One year lease
. No smoking
. No section 8
. Dogs ok
. Cats ok
. Tenant pays trash removal
. Tenant pays water
. Snow removal not included
. Lawn care not included

Contact Us:
Deca Property Management
Michelle Stalzer
show contact info


See better photos and SCHEDULE A SHOWING at:

http://showinghotline.com/lc/fb98e0401f




"
"$4,200",/ 5br - ,Super Rare Lincoln Park Five Bedroom!,"
        
            QR Code Link to This Post
            
        
Call Apartment Guys at 773-549-3474 and ask for reference #2194309. AMAZING five bedroom two bath duplex up in privately owned Lincoln Park flat! This gut rehabbed unit is a MUST SEE with central heat and air, hardwood floors, carpeted bedrooms, a HUGE living space and separate dining area! Enjoy a beautiful kitchen with granite counter tops, dishwasher and more! Laundry is in the unit and there are THREE DECKS!! Need more? Pets are ok. Parking included! This unit is incredible and you will not find anything else like it! Call now! Prices are subject to change. ***Photos may be of a similar unit.****For faster response best to call or text 773-549-3474 with reference #2194309

    "
"$3,250",/ 5br - 3821ft2 - ,"Stunning 5BR Townhome In WFB! HWF's, Beamed Ceilings, Updated Kitchen!","
        
            QR Code Link to This Post
            
        
MP | MOLITOR PROPERTIES

Located along picturesque Lake Drive in the Cumberland School District, this stunning 5BR townhouse is an incredible rental opportunity not to be missed. Historic charm will greet you at the door with a grand entryway, hardwood floors, and beamed ceilings. You'll find quality upgrades in a beautifully updated kitchen featuring stainless steel appliances. Whether you're cozying up to the natural fireplace, entertaining in the lower level, or relaxing on the upper balcony or patio, there's an abundance of space to make new memories in this remarkable home! Ample storage and a 2 car detached garage complete the package on this must see North Shore gem. Short term lease options available. Lawn care and snow removal INCLUDED! Contact for your private tour today!



Buy, Sell, Rent & Invest. I'm here to help!
Keller Williams - Milwaukee North Shore
Sales Exec, Rental Specialist
www.molitor-properties.com
    "
"$3,900",/ 3br - 1728ft2 - ,"Rare Fully Furnished, Short Term Rental In WFB!","
        
            QR Code Link to This Post
            
        
MP | MOLITOR PROPERTIES

Rare, fully furnished home in desirable Whitefish Bay! Offering both long and short term lease options, this executive rental property will take care of all your needs. From towels to toys, computer and even an Xbox, no detail has been overlooked in this wonderful home! Enjoy cooking and entertaining in a spacious gourmet kitchen with large island. Lower level rec room with full bath brings added convenience and storage. Great location walking distance to schools! With cable/internet, landscaping, and snow removal included, this is the epitome of stress-free living! Call for more details today!

Buy, Sell, Rent & Invest. I'm here to help!
Keller Williams - Milwaukee North Shore
Sales Exec, Rental Specialist
www.molitor-properties.com
    "
"$3,000",/ 5br - ,) 5 Bedroom House Walk to Class! Downtown Iowa City! On U of I Campus!,"
        
            QR Code Link to This Post
            
        
905 E Burlington Street Iowa City IA - Large 5 Bedroom 3 Bathroom House For Rent! On U of I Campus!

Call Us Now  show contact info
 or Email Us Now To Schedule A Private Showing! Sorry No Pets! No Smoking! 

NOW LEASING FOR FALL 2023-2024! Large 5 Bedroom, 3 Bathroom, 2 Kitchen House For Rent! Walk to Class! Prime Downtown Iowa City & University of Iowa Campus Location! Short Walk, Bike or Bus Ride Just A Few Blocks To Downtown Iowa City Ped Mall Area! On Cambus & City Bus Routes! Hardwood Floors, Central Heat, Central Air, Washer & Dryer! Tenant Pays Gas, Electric & Water Average.

Owner is an Iowa Broker
    "
"$3,000",/ 5br - ,) 5 Bedroom House Walk to Class! Downtown Iowa City! On U of I Campus!,"
        
            QR Code Link to This Post
            
        
900 North Dodge Street Iowa City IA - Large 5 Bedroom 3 Bathroom 2 Car Garage House For Rent! On U of I Campus! 

Call Us Now  show contact info
 or Email Us Now To Schedule A Private Showing! Sorry No Pets! No Smoking! 

Virtual Tour: https://my.matterport.com/show/?m=UEy9aaDQAEC 
Virtual Tour: https://my.matterport.com/show/?m=nJptyiVWJ1t 

NOW LEASING FOR FALL 2023-2024! Large 5 Bedroom 3 Bathroom 2 Car Garage House For Rent! FREE Parking! Walk to Class! Short Walk, Bike or Bus Ride to Downtown Iowa City & University of Iowa Campus! New Kitchen Cabinets With Stainless Appliances! Large Bedrooms! Large Backyard! FREE Off Street & Garage Parking! Washer & Dryer In Unit! On Bus Routes! Tenants Pay Gas, Electric & Water!

Owner is an Iowa Broker
    "
"$3,358",/ 2br - 1377ft2 - ,"We’ve found your next apartment, and the river view is amazing!","
        
            QR Code Link to This Post
            
        
DoMUS Apartments	                        Property Address	                        	                          441 E. Erie Street, ,                               Milwaukee, WI, 53202	                        						http://domus.prospectportal.com/su/ny7hpq					    The search is over! We’ve got a charming 1377 Sq. Ft. square foot apartment with your name on it. Come check out our great community and tour your new home. This apartment has an amazing river view in a prime Third Ward location! Rents for 2 bed, 2 bath units are as low as $3,358.00 a month.						    Floor Plan Details						    									Name: 2F						             2 Bedrooms / 2 Bathrooms									1377 Sq. Ft.									$3,358.00 - $3,788.00															  Community Amenities																	 24 Hour Fitness Gym									 On-site Maintenance									 Amazing Views									 A Social Lounge									 Large Deck on River																Pet Policy								DoMUS Apartments welcomes your pet and requests the following guidelines be followed:Pets are restricted to two (2) in your Apartment Home. Cats and dogs are allowed.The following dog breeds are RESTRICTED: Rottweiler, Pitt Bull, Chow, Akita, Doberman Pinscher, German Shepherd, Great Dane, Staffordshire Bull Terrier, Mastiff, Wolf... or any derivative mixed breeds.Small caged animals such as gerbils, hamsters, rabbits, etc. are accepted.Reptiles, Birds and Amphibians are not accepted.All dogs must adhere to Breed Restrictions and be approved by the Management Team prior to lease signing.A recent photo of your dog must be provided to the Management Team prior to lease signing.Please confirm with management office applicable fees and monthly rents.								Office Hours																													Monday - Friday 9:00 A.M. - 5:00 P.M.																															Saturday 9:00 A.M. - 2:00 P.M.																										Property Contact								 									 show contact info
																							ADA ACCESSIBLE																						EQUAL HOUSING OPPORTUNITY							
    "
"$3,024",/ 2br - 1210ft2 - ,Luxury 2 Bedroom Apartment in River North,"
        
            QR Code Link to This Post
            
        
Call Property Rocks at 773-837-2011 and refer to post id: 7560431556
Enjoy downtown luxury apartment living in River North. This apartment is extremely spacious and close to everything Chicago has to offer. Great amenities, excellent location and one of the best utility packages in the city combine to make this building a highly sought after address.

Apartment Features: Balcony, Premium Finishes, Floor to Ceiling Windows, Granite Counters, Stainless Appliances, Washer/Dryer In Unit, Wood Floor Options 

Community Features: 24-Hour Business Center, Basketball Court, Outdoor Running Track, Cabanas, Dog Park, Outdoor Pool with Sundeck, Outdoor Kitchen / Dining Area, Steam Room / Sauna, Library, Club 9 Media Room, Atrium Lounge, Party Room, Exclusive Events & Local Deals, 24-Hour Door Staff, On-Call Maintenance Team, Retail Shopping, Indoor Parking, On-Site Dry Cleaning, Bike Room, Storage Units, Red Line - Grand Stop

PR0PERTY R0CKS

***For faster response please call or text Joe at 773-837-2011
and include post id: 7560431556
    "
"$3,200",/ 2br - 1700ft2 - ,Cathedral Square Luxury Condo,"
        
            QR Code Link to This Post
            
        
Contact info:Matt Kivlin | Residential Renters |  show contact info
  Luxury 2BR+Den with Spectacular Panoramic City & Lake Views, 2 Garage Parking Spaces Available, Pets Ok, Desirable Location!545 E Wells Street, Milwaukee, WI 53202
$3,200/mo KEY FEATURESBedrooms:  2 BedBathrooms:  2 BathParking: Garage Available Lease Duration:  1+ Year (See Details Below)Deposit:  $3,200Pets Policy: Ok Laundry: In-UnitProperty Type:  CondoDESCRIPTIONYour new home awaits! This spacious 2 bedroom plus den/office features spectacular panoramic city & lake views with floor to ceiling windows throughout and private balcony overlooking the desirable Cathedral Square district.  Master bath with marble floors, custom tiled shower and whirlpool tub.  In-unit laundry, kitchen with granite countertops, high-end appliances, custom cabinets and more…

2 underground garage parking spaces available, clubhouse and fitness room.  Just across the street from Cathedral Square Park.

Walk to Jazz in the Park, restaurants and entertainment.
RENTAL FEATURESLarge Living roomHardwood FloorsNew Stainless Steel AppliancesRange / OvenRefrigeratorDishwasherMicrowaveCeiling FansBalconyDowntown Skyline ViewsLake Michigan ViewsCentral A/CStorage AvailableCOMMUNITY FEATURESNear transportationOn-Street ParkingElevatorFitness CenterBusiness Center-Tenant LoungeLEASE TERMSAll utilities included.Credit and background check required.Pets Ok: $150 Cat Fee (2 max) & $350 Dog Fee (1 max). Breed restrictions apply.Off-street parking: $60/mo (2-3 per unit based on availability) ADDITIONAL LINKS  Website: http://residentialrenters.com   Contact info: Matt Kivlin Residential Renters  show contact info
 
    "
"$3,100",/ 2br - 1000ft2 - ,Cozy Up for Winter in this Modern Lakeside Gem,"
        
            QR Code Link to This Post
            
        
***Unit Occupied, Need 72 Hour Notice to Show***

Newly updated units with spacious floor plans, state of the art amenities, and a front row seat to watch the lake. Nestled in Roger's Park specifically in the North-East neighborhood of Eastlake Terrace. 

Apartment 7729-1E Features:
—Modern Frappe Kitchen Cabinets
—Quartz Countertops with Deep Undermount Sink
—Stainless Steel Appliances with Smart Fridge
—Open Concept Living Room with Lake Views
—Brilliant Smart Home System
—In Unit Laundry
—High Efficiency Central Air AC
—2 Modern Bathrooms
—Private Lake View Balcony
—Lockly Security Keyless Entry
—Hardwood Flooring
—California Closet Organizers
—Private Lake View Balcony
—Pets Welcome (No Pet Rent)

Building Features
—24 HR Fitness Room (Coming Soon)
—Zen Garden Patio Seating
—Lakeview BBQ Garage Gazebo (Coming Spring 2022)
—Limited Private Garage/Lot Spaces Available for Additional Monthly Fee
—ButterflyMX Intercom
—Parks & Beaches Outside your Door
—Perfect Location between Evanston & Chicago
—Close to Jewel, Starbucks, Restaurants & Shopping
—Nearby Howard Red/Purple Line, Buses & Sheridan Road

Management Features:
—A+ Better Business Bureau Rating
—Office open 6 days a week, Monday through Saturday
—Pay your rent online with no convenience fees
—Submit Maintenance requests through the online tenant portal
—Rebuild your credit by paying rent on time (ask how!)

Contact me at 773-271-6143 ext 1213 or via email calimorong@becovic.com to set up a showing or for any questions.
    "
"$65,664",/ 3br - ,Welcome to your new home!,"
        
            QR Code Link to This Post
            
        
Welcome to Five Seasons, your new home!! Move in today and pay nothing but a deposit until January!!

Home Features:
3 Bedrooms/2 Bathrooms
Screen Porch
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community

Community Amenities:
Picnic Area
Pet Friendly
Basketball Court
Community Clubhouse

What’s Included With Rent: Pest control, weekly trash service, maintenance, Gold Key preventative maintenance service, and Emergency maintenance

*Pet Policy: 2 pet maximum, $50 monthly pet rent for the first pet, and $60 for the second. No weight restrictions on pets, but there are vicious breed restrictions on dogs.

Hours: Mon-Fri 9am-6pm, Sat 10am-6pm
CALL  show contact info
 Ask for Daniel
5112 N. Fairmount St. Davenport IA, 52806
www.yescommunities.com
    "
"$75,072",/ 3br - ,love where you live AND get free lot rent!!,"
        
            QR Code Link to This Post
            
        
Welcome to Five Seasons, your new home!! Move in today and pay nothing but a deposit until January!!

Home Features:
3 Bedrooms/2 Bathrooms
Screen Porch
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community

Community Amenities:
Picnic Area
Pet Friendly
Basketball Court
Community Clubhouse

What’s Included With Rent: Pest control, weekly trash service, maintenance, Gold Key preventative maintenance service, and Emergency maintenance

*Pet Policy: 2 pet maximum, $50 monthly pet rent for the first pet, and $60 for the second. No weight restrictions on pets, but there are vicious breed restrictions on dogs.

Hours: Mon-Fri 9am-6pm, Sat 10am-6pm
CALL  show contact info
 Ask for Daniel
5112 N. Fairmount St. Davenport IA, 52806
www.yescommunities.com
    "
"$42,000",/ 3br - ,Free to apply financing available! Get free lot rent!!,"
        
            QR Code Link to This Post
            
        
Welcome to Five Seasons, your new home!! Move in today and pay nothing but a deposit until January!!

Home Features:
3 Bedrooms/2 Bathrooms
Screen Porch
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community

Community Amenities:
Picnic Area
Pet Friendly
Basketball Court
Community Clubhouse

What’s Included With Rent: Pest control, weekly trash service, maintenance, Gold Key preventative maintenance service, and Emergency maintenance

*Pet Policy: 2 pet maximum, $50 monthly pet rent for the first pet, and $60 for the second. No weight restrictions on pets, but there are vicious breed restrictions on dogs.

Hours: Mon-Fri 9am-6pm, Sat 10am-6pm
CALL  show contact info
 Ask for Daniel
5112 N. Fairmount St. Davenport IA, 52806
www.yescommunities.com
    "
"$4,500",/ 5br - ,5 bed/4.5 bath Home in East Hyde Park/Univ of Chicago,"
        
            QR Code Link to This Post
            
        
5 bed, 4.5 bath home in Chicago East Hyde Park/University of Chicago location for rent.  Fully finished, full-height lower level includes a guest suite and a large family/recreation room.  Among the large number of modern amenities is a Savant Pro Smart Home System to control climate, entertainment, and security features. Located steps from Lake Michigan parks & beaches, minutes from the University of Chicago campus and Lab Schools, and a quick commute to downtown on Lake Shore Drive.
    "
