Text,Text1,Text2,Text3
"$4,025",/ 2br - 1439ft2 - ,Don't wait! These move-in deals are going fast!,"
        
            QR Code Link to This Post
            
        
Come home to a great community - Crossroads at the Gulch Apartments!Address: 803 Division Street Nashville, TN 37203Beds: 2  / Baths: 2 / Size: 1439 sq ft   Monthly Rent: $4025 - $4970At Crossroads at the Gulch Apartments in Nashville, TN we believe in luxury. Our signature, five-star resort-style service, exceptional amenities, and elegantly bold apartment finishes are designed to enhance your lifestyle. Have a glass of wine and relax at the rooftop lounge with panoramic skyline views, or recharge in your brand-new apartment featuring a full slate of amenities. Explore our website - review our floor plans, our exceptional amenity package, and the neighborhood - then contact us today to set up a personal tour.Security Deposit: $500Length of Lease: 3-Month, 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month Up to one month free vacant ready homes. Lease terms and restrictions apply. Please contact the leasing office for more information. Property Features: − Business Center− Coffee Bar− Conference Room− Corporate Suites− Elevators− Grill− Outdoor Pool− Roof Top Sky Lounge− Self-Guided Tours− Spin and Yoga Room− Bark Park and Dog Run Area− Breakfast/Coffee Concierge− Controlled Access/Gated− Demonstration Kitchen− Dry Cleaning Service− Hearing/Vision Impaired Accessible− Package Concierge System− Planned Social Activities− Public Transportation− Trash Pickup - Door to DoorApartment Amenities:− Cable Ready− Carpet− City Views− Crown Molding− Dining Room− Dishwasher− Key Fob Entry− Maid Service− Microwave− Tub/Shower− Custom Closet Organizers in Select Units− Energy Efficient Stainless Steel Appliance package with Gas Ranges− Full-size Stackable Washer and Dryer− Instant Hot Water− Island Kitchen− Large Walk-in Closets− Parking Included for Penthouse Units− Quartz Countertops with Undermount sinks− Trash Compactor− Triple Pane WindowsPets: Crossroads at the Gulch Apartments is a pet friendly community. We allow two (2) pets max per household with an 80-pound weight limit. Monthly pet rent is $30 for one (1) or $40 for two (2) pets. One-time non-refundable pet fee of $400 for one (1) pet and $600 for two (2) pets. For complete Breed Restrictions, please see the Important Links section on our website. Business Hours: Mon - Fri: 9:00 AM - 6:00 PMSat: 10:00 AM - 5:00 PMReady to Lease? Call our office at  show contact info
Website: https://www.securityproperties.com/gulch/?switch_cls[id]=65366&utm_knock=clProudly managed by Security PropertiesEQUAL HOUSING OPPORTUNITYSPRCL2445AED show contact info

    "
"$2,700",/ 4br - 1536ft2 - ,4BD 2BA Renovated home with fully fenced yard,"
        
            QR Code Link to This Post
            
        
This charming 4 bedroom, 2 bath, 2 story home has all the amenities you could desire. It is conveniently located near Lindenwood Park, Hwy 64/40, Hwy 44 and is in close proximity to walking/bike trails, restaurants, Starbucks, the best donut shop in South City. Renovated home has new siding, windows, roof, outside security system, spacious yard, fully fenced yard and patio, for entertaining. Home sits back on dead-end street, off street parking. Inside you are welcomed updated bright, spacious living area, hard wood flooring, modern lighting, freshly painted. There are 2 bedrooms (1 as an office) full bath, living room, eat in kitchen. Updated with stainless appliances, granite counter and plenty of cabinet space. Back door opens to entryway/mudroom. Upstairs you find plush carpet, 2 bedrooms. full bath, extra closet for storage. Basement for storage, washer/dryer hookups. Tenant responsible for lawn care, ice/snow removal and utilities, owner pays MSD only. No smoking/No pet property.

Please contact our office:
Call Dolly, LLC
11106 Veterans Memorial Pkwy
Lake St Louis, MO 63367
 show contact info
- Office
www.calldolly.com
    "
"$2,525",/ 3br - 1486ft2 - ,"Separate Dining Area, Yoga Studio, Pantry","
        
            QR Code Link to This Post
            
        
Located in Cincinnati, Ohio, The Reserve at Glenbridge is a beautiful community that you would be proud to call home. Our exceptional apartments and impressive community amenities paired with our gracious team will surpass all of your expectations. Enjoy the care-free lifestyle that you deserve!

Property Amenities: ViewsIce MakerHot Tub & SpaRefrigerator with Ice MakerClose to RestaurantsPrivate BalconyUpgraded SuiteWalk-In ClosetTile BacksplashCable Ready24 Hour GOFit Fitness CenterClose to Schools

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/icff6pml/reserve-at-glenbridge

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$3,070",/ 1br - 696ft2 - ,Bon appetit! Enjoy your own eat-in kitchen at Crossroads at the Gulch Apartments,"
Crossroads at the Gulch Apartments

Visit our community today!
803 Division Street Nashville, TN 37203

Up to one month free vacant ready homes. Lease terms and restrictions apply. Please contact the leasing office for more information.

Unit Rates: $3070 - $3900/month
Unit Type: 2-BR 2-BA
Unit Size: 1003 sq ft

Lease Terms: 3-Month, 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month

Pet Policy: Crossroads at the Gulch Apartments is a pet friendly community. We allow two (2) pets max per household with an 80-pound weight limit. Monthly pet rent is $30 for one (1) or $40 for two (2) pets. One-time non-refundable pet fee of $400 for one (1) pet and $600 for two (2) pets. For complete Breed Restrictions, please see the Important Links section on our website.



What you’ll find in our community:
◾ Community-Wide WiFi
◾ Conference Room
◾ Elevators
◾ Fenced Lot
◾ Outdoor Pool
◾ Picnic Area
◾ Roof Top Sky Lounge
◾ Self-Guided Tours
◾ Spin and Yoga Room
◾ Video Patrol
◾ Breakfast/Coffee Concierge
◾ Bronze LEED Certified Building
◾ Controlled Access/Gated
◾ Dry Cleaning Service
◾ Electric Car Charging Stations
◾ Package Concierge System
◾ Planned Social Activities
◾ Smart Office Space and Conference Room
◾ Trash Pickup - Door to Door
◾ Wi-Fi at Pool and Clubhouse



Description: Modern Living at Its Best. Choose the best floor plan for you. Our pet friendly corner penthouses, studios, and one-or two-bedroom apartments are designed for luxury living at Crossroads at the Gulch Apartments.



This unit comes with:
◾ Ceiling Fan
◾ Crown Molding
◾ Dining Room
◾ Key Fob Entry
◾ Maid Service
◾ Office
◾ Pantry
◾ Smoke Free
◾ Tub/Shower
◾ Wi-Fi
◾ Energy Efficient Stainless Steel Appliance package with Gas Ranges
◾ Full-size Stackable Washer and Dryer
◾ High Speed Internet Access
◾ Island Kitchen
◾ Large Walk-in Closets
◾ Parking Included for Penthouse Units
◾ Quartz Countertops with Undermount sinks
◾ Triple Pane Windows
◾ Unobstructed Downtown Views
◾ Wine Refrigeration in Select Units



Call or visit our website to schedule a personal tour!

Office Phone: show contact info

Mon - Fri: 9:00 AM - 6:00 PM
Sat: 10:00 AM - 5:00 PM

Website: https://www.securityproperties.com/gulch/?switch_cls[id]=65366&utm_knock=cl

Property Management: Security Properties




EQUAL HOUSING OPPORTUNITY


SPRCL24
67BB03069B47465"
"$2,577",/ 3br - 1816ft2 - ,"Pool with covered outdoor seating, Attached two-car garages","
        
            QR Code Link to This Post
            
        
Bedrooms: 3Bathrooms: 2Square Feet: 1816Date Available: 2022-12-15Address: 1104 Spring Path LaneHand-selected by our interior designer, 1104 Residences offers quartz countertops, tiled backsplashes, and luxury laminate flooring, all in plans ranging from 1800-2250 square feet. Make 1104 Residences your own with multiple floorplans to choose from. 1104 Residences is adjacent to the Century Farms development in South Nashville, an ever-growing community of shopping, dining, and employers. Private patios, 2-car garages, a walking trail around the lake and a sparkling swimming pool with clubhouse are just a few of the perks of living at 1104 Residences. Click the link below to view our full amenity offering and the incredible features included inside your new home in Antioch, TN. Amenities Include:Sidewalks throughout the entire communityIn-unit washer and dryerLandscaping provided for each home and common spacesLuxurious Laminate FlooringTiled kitchen backsplashesDelta plumbing fixtures and Progress lighting packages3cm Quartz countertops in kitchen and bathroomsWhirlpool, stainless steel appliance package including electric range, premium refrigerator, under-counter fridge, and dishwasher9’ ceilings on first story 8’ ceilings on second storyAttached two-car garagesCommunity clubhouse with a leasing office, meeting room, and sitting areaShaker style cabinets with 36” uppers in kitchensCall:  show contact info
For more information, visit us at: https://elmingtonliving.com/cz4eali7/1104-residences*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information!
    "
"$2,800",/ 4br - 2743ft2 - ,4BR/3BA single family house for rent !,"
        
            QR Code Link to This Post
            
        
Super Nice single family house for rent located in Maynard lake area in SW Champaign. near Kirby & Duncan. 4 BR, 3 Full BA, 3 car attached garage. Ranch style. Very Spacious rooms. Huge living room used to be dancing floor holding 20+ people. Nice neighborhood . Move in Ready. please email with contact information. thank you for your interest.
    "
"$2,760",/ 4br - 2393ft2 - ,Lease in Spring Hill,"
        
            QR Code Link to This Post
            
        
Are you looking for a simple lease? 
Are you not quite ready to purchase now? 
Concerned about downpayment and interest rates? 
Would you like have rent stability and know exactly how much your rent payments will be each year through 5 years?
Would you like an option to purchase within the next 5 years (but without an obligation to purchase)? 

My name is Wayne Hancock, and I am a REALTOR with Realty ONE Group Music City. My company is working with an amazing LEASE with a RIGHT TO PURCHASE program. If you qualify for our program, you get to pick a house that is FOR SALE based on your approved rent. My investment firm (Home Partners of America) will purchase the home, and you are only obligated to a 1 YEAR LEASE term at a time, with a right to renew your lease up to 5 years. You can purchase the home at anytime for a pre-agreed upon price, or simply treat this as a TRADITIONAL 12 MONTH LEASE! 

If you have a few minutes, reach out to me today and I can give you more information on the easy qualifications. I hope we can connect so help your housing search go more smoothly. I look forward to hearing from you!

(Due to our rapidly changing inventory, photos are from previous listings and are for example purposes only. We have LOTS of homes available all over Nashville Metro. Please note our lease program doesn’t accept section 8 vouchers.)

Please call or text me at  show contact info
 your name and email address and let’s get started!

Wayne Hancock
Realty ONE Group Music City
TN LIC: #350440
    "
"$2,680",/ 3br - 2142ft2 - ,Lease in Spring Hill (with option to purchase),"
        
            QR Code Link to This Post
            
        
Are you looking for a simple lease? 
Are you not quite ready to purchase now? 
Concerned about downpayment and interest rates? 
Would you like have rent stability and know exactly how much your rent payments will be each year through 5 years?
Would you like an option to purchase within the next 5 years (but without an obligation to purchase)? 

My name is Wayne Hancock, and I am a REALTOR with Realty ONE Group Music City. My company is working with an amazing LEASE with a RIGHT TO PURCHASE program. If you qualify for our program, you get to pick a house that is FOR SALE based on your approved rent. My investment firm (Home Partners of America) will purchase the home, and you are only obligated to a 1 YEAR LEASE term at a time, with a right to renew your lease up to 5 years. You can purchase the home at anytime for a pre-agreed upon price, or simply treat this as a TRADITIONAL 12 MONTH LEASE! 

If you have a few minutes, reach out to me today and I can give you more information on the easy qualifications. I hope we can connect so help your housing search go more smoothly. I look forward to hearing from you!

(Due to our rapidly changing inventory, photos are from previous listings and are for example purposes only. We have LOTS of homes available all over Nashville Metro. Please note our lease program doesn’t accept section 8 vouchers.)

Please call or text me at  show contact info
 your name and email address and let’s get started!

Wayne Hancock
Realty ONE Group Music City
TN LIC: #350440
    "
"$2,600",/ 3br - 1729ft2 - ,Lease in Thompsons Station! (w/option to purchase),"
        
            QR Code Link to This Post
            
        
Are you looking for a simple lease? 
Are you not quite ready to purchase now? 
Concerned about downpayment and interest rates? 
Would you like have rent stability and know exactly how much your rent payments will be each year through 5 years?
Would you like an option to purchase within the next 5 years (but without an obligation to purchase)? 

My name is Wayne Hancock, and I am a REALTOR with Realty ONE Group Music City. My company is working with an amazing LEASE with a RIGHT TO PURCHASE program. If you qualify for our program, you get to pick a house that is FOR SALE based on your approved rent. My investment firm (Home Partners of America) will purchase the home, and you are only obligated to a 1 YEAR LEASE term at a time, with a right to renew your lease up to 5 years. You can purchase the home at anytime for a pre-agreed upon price, or simply treat this as a TRADITIONAL 12 MONTH LEASE! 

If you have a few minutes, reach out to me today and I can give you more information on the easy qualifications. I hope we can connect so help your housing search go more smoothly. I look forward to hearing from you!

(Due to our rapidly changing inventory, photos are from previous listings and are for example purposes only. We have LOTS of homes available all over Nashville Metro. Please note our lease program doesn’t accept section 8 vouchers.)

Please call or text me at  show contact info
 your name and email address and let’s get started!

Wayne Hancock
Realty ONE Group Music City
TN LIC: #350440
    "
"$2,560",/ 4br - 2597ft2 - ,Lease in Spring Hill! (with option to purchase),"
        
            QR Code Link to This Post
            
        
Are you looking for a simple lease? 
Are you not quite ready to purchase now? 
Concerned about downpayment and interest rates? 
Would you like have rent stability and know exactly how much your rent payments will be each year through 5 years?
Would you like an option to purchase within the next 5 years (but without an obligation to purchase)? 

My name is Wayne Hancock, and I am a REALTOR with Realty ONE Group Music City. My company is working with an amazing LEASE with a RIGHT TO PURCHASE program. If you qualify for our program, you get to pick a house that is FOR SALE based on your approved rent. My investment firm (Home Partners of America) will purchase the home, and you are only obligated to a 1 YEAR LEASE term at a time, with a right to renew your lease up to 5 years. You can purchase the home at anytime for a pre-agreed upon price, or simply treat this as a TRADITIONAL 12 MONTH LEASE! 

If you have a few minutes, reach out to me today and I can give you more information on the easy qualifications. I hope we can connect so help your housing search go more smoothly. I look forward to hearing from you!

(Due to our rapidly changing inventory, photos are from previous listings and are for example purposes only. We have LOTS of homes available all over Nashville Metro. Please note our lease program doesn’t accept section 8 vouchers.)

Please call or text me at  show contact info
 your name and email address and let’s get started!

Wayne Hancock
Realty ONE Group Music City
TN LIC: #350440
    "
"$2,810",/ 3br - 2456ft2 - ,Lease in Nashville! (with option to purchase),"
        
            QR Code Link to This Post
            
        
Are you looking for a simple lease? 
Are you not quite ready to purchase now? 
Concerned about downpayment and interest rates? 
Would you like have rent stability and know exactly how much your rent payments will be each year through 5 years?
Would you like an option to purchase within the next 5 years (but without an obligation to purchase)? 

My name is Wayne Hancock, and I am a REALTOR with Realty ONE Group Music City. My company is working with an amazing LEASE with a RIGHT TO PURCHASE program. If you qualify for our program, you get to pick a house that is FOR SALE based on your approved rent. My investment firm (Home Partners of America) will purchase the home, and you are only obligated to a 1 YEAR LEASE term at a time, with a right to renew your lease up to 5 years. You can purchase the home at anytime for a pre-agreed upon price, or simply treat this as a TRADITIONAL 12 MONTH LEASE! 

If you have a few minutes, reach out to me today and I can give you more information on the easy qualifications. I hope we can connect so help your housing search go more smoothly. I look forward to hearing from you!

(Due to our rapidly changing inventory, photos are from previous listings and are for example purposes only. We have LOTS of homes available all over Nashville Metro. Please note our lease program doesn’t accept section 8 vouchers.)

Please call or text me at  show contact info
 your name and email address and let’s get started!

Wayne Hancock
Realty ONE Group Music City
TN LIC: #350440
    "
"$2,580",/ 3br - 1677ft2 - ,Lease in Nashville! (with option to purchase),"
        
            QR Code Link to This Post
            
        
Are you looking for a simple lease? 
Are you not quite ready to purchase now? 
Concerned about downpayment and interest rates? 
Would you like have rent stability and know exactly how much your rent payments will be each year through 5 years?
Would you like an option to purchase within the next 5 years (but without an obligation to purchase)? 

My name is Wayne Hancock, and I am a REALTOR with Realty ONE Group Music City. My company is working with an amazing LEASE with a RIGHT TO PURCHASE program. If you qualify for our program, you get to pick a house that is FOR SALE based on your approved rent. My investment firm (Home Partners of America) will purchase the home, and you are only obligated to a 1 YEAR LEASE term at a time, with a right to renew your lease up to 5 years. You can purchase the home at anytime for a pre-agreed upon price, or simply treat this as a TRADITIONAL 12 MONTH LEASE! 

If you have a few minutes, reach out to me today and I can give you more information on the easy qualifications. I hope we can connect so help your housing search go more smoothly. I look forward to hearing from you!

(Due to our rapidly changing inventory, photos are from previous listings and are for example purposes only. We have LOTS of homes available all over Nashville Metro. Please note our lease program doesn’t accept section 8 vouchers.)

Please call or text me at  show contact info
 your name and email address and let’s get started!

Wayne Hancock
Realty ONE Group Music City
TN LIC: #350440
    "
"$2,779",/ 4br - 1992ft2 - ,"Luxurious Laminate Flooring, Fully-equipped fitness center","
        
            QR Code Link to This Post
            
        
Bedrooms: 4Bathrooms: 2Square Feet: 1992Date Available: 2022-11-15Address: 1104 Spring Path LaneHand-selected by our interior designer, 1104 Residences offers quartz countertops, tiled backsplashes, and luxury laminate flooring, all in plans ranging from 1800-2250 square feet. Make 1104 Residences your own with multiple floorplans to choose from. 1104 Residences is adjacent to the Century Farms development in South Nashville, an ever-growing community of shopping, dining, and employers. Private patios, 2-car garages, a walking trail around the lake and a sparkling swimming pool with clubhouse are just a few of the perks of living at 1104 Residences. Click the link below to view our full amenity offering and the incredible features included inside your new home in Antioch, TN. Amenities Include:Attached two-car garagesFully-equipped fitness center3cm Quartz countertops in kitchen and bathroomsSidewalks throughout the entire communityPool with covered outdoor seatingTiled kitchen backsplashesWalking trail around a neighborhood pond with connection to existing trail9’ ceilings on first story 8’ ceilings on second storyLuxurious Laminate FlooringLandscaping provided for each home and common spacesDelta plumbing fixtures and Progress lighting packagesShaker style cabinets with 36” uppers in kitchensCall:  show contact info
For more information, visit us at: https://elmingtonliving.com/v27736an/1104-residences*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information!
    "
"$2,636",/ 2br - 1390ft2 - ,Massive Top floor 2 bedroom loft with BALCONY available NOW!,"
        
            QR Code Link to This Post
            
        
Lofts at Euclid

**Ask about our specials!**

Loft 604 (Taylor 4 Style Floorplan)
•	6th (Top!) Floor Loft
•	1,390 Square Feet
•	BALCONY
•	Exposed Brick
•	Open Study
•	Gallery Hallway
•	In-Unit Washer/Dryer (+ laundry ROOM)     
•	In-Unit Lofted Storage Space 
•	Faces West
•	Available Now
•	$2,636.00/Month – Rental Rate includes water and sewer
•	Cable and Internet is only $65.00/month!
•	Trash is $8.00/month
•	There is no gas in the loft, you just set up your own electricity
•	Garage Parking (Single) - $100.00/month / Outdoor Parking - $50.00 per month


LOFT FEATURES
•	French Door Refrigerators with Bottom-Mount Freezers and Ice Makers
•	12’9” Ceilings and Large Windows with Custom Shades
•	Granite Countertops
•	Hardwood Floors
•	Ceramic Tile Bathrooms with 4’x4’ Showers and/or Soaking Tubs
•	Soft-Close Drawers in Kitchens and Bathrooms
•	Heaters in Bathroom Ceilings
•	Shower Bench and Dual Showerheads in Select Showers
•	Ceiling Fans in all Living Rooms and Bedrooms
 
AMENITIES
•	24- Hour Fitness Center with Steam Room
•	Pet friendly with Pet Spa
•	Secured Bike Storage
•	Smart Locks & Thermostats
•	Package Mgmt System
•	Rooftop Oasis featuring the Sky Lawn
•	Rooftop Hot Tub, Grills & Fire Table
•	Rooftop Wet Bar, Rec Room & Work Space
•	Community Happy Hours
•	Sky Suite / Guest Loft
•	Valet Dry-Cleaning
•	Within Walking Distance to the CWE’s Best Restaurants, Shops & Nightlife!
    "
"$2,565",/ 3br - 1386ft2 - ,"This 1386 sq ft 3 bed, 2 bath is impressive!","
        
            QR Code Link to This Post
            
        
3 Bedroom  2 Bathroom | 1386 - 1574 sq ft | $2565/Month IMT Franklin Gateway1116 Davenport Blvd Franklin, TN 37069 show contact info
Description: IMT Franklin Gateway's luxury apartments in Franklin, TN are conveniently located minutes from the I-65 and I-840 and Nashville's most dynamic business district. You'll love the close proximity to quaint Downtown Franklin and other trendy restaurants and nightlife. Setting the standard for excellence in residential living, each luxurious one, two and three bedroom apartment home and two and three bedroom townhome have been custom designed to provide both style and comfort. Enjoy the convenience of an attached two-car garage, spacious walk-in closets, in-home washer/dryers and many more amenities throughout.

IMT Franklin Gateway makes the perfect living environment for residents who want it all, including amenities such as a resort-style pool with cabanas, an outdoor fire pit and a 24-hour fitness center. Come home to IMT Franklin Gateway and discover the best luxury apartments Franklin, TN has to offer.

Take a Virtual Tour of Our Property Today! 
https://liveimt.com/imtFranklinGatewayYoutubeTour Apartment Amenities:➢ Crown Molding in Select Homes➢ Granite Countertops➢ LED Lighting➢ Private Patio in Select Homes➢ Ten-Foot, Trey Ceiling  in Select Upgraded Two & T➢ Walk-In Closets➢ Walk-In Showers in Select Homes➢ Washer➢ White, Maple, or Espresso Cabinetry in Classic Hom➢ Wood-Style FlooringOur Residents Enjoy:➢ Business Center➢ Conference Room➢ Resident Lounge➢ 24-Hour Fitness Center➢ Controlled Access Entry in Select Buildings➢ Elevator Access in Select Buildings➢ Garages Available➢ My IMT Resident Portal➢ On-Site Dry Cleaners➢ On-Site Retail, Restaurant, Yoga & Market➢ Pool Cabanas➢ Resort-Style Pool➢ Storage AvailableAdditional Details:Deposit: CallTerms: 3-Month, 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-MonthPets: No weight restriction. Some breed restrictions apply. Please call our Leasing Center for complete Pet Policy information. show contact info
Website: https://liveimt.com/imtFranklinGatewayCraigslist**Walk-ins welcome & choose from 3 tour options.**EQUAL HOUSING OPPORTUNITYBD18FC9408194E29
    "
"$2,700",/ 4br - 2340ft2 - ,Available soon this almost new 4 bedroom will not last long,"
        
            QR Code Link to This Post
            
        
Almost new! This home built in 2021 is just like new. Lots of extra windows were added to this home for a bright light filled home. The first floor is completely open with a large great room/dining/kitchen. The kitchen has bright white cabinetry and gray granite counter tops. Upstairs are 4 large bedrooms plus a bonus room. the master suite is large with a private bath (walk in shower). This home has been expanded for larger baths and bedrooms. There is a large patio in the back and a two car garage. The lawn is established and absolutely beautiful. Just a short walk to Freeman Park. No pets and No smoking. Available November 1, 2022
    "
"$2,950",/ 4br - 2166ft2 - ,4BR / 2-1/2 BA - East Nashville / Inglewood,"
        
            QR Code Link to This Post
            
        
Walk into this amazing 2020 build with open floor plan, fireplace in living area, primary bedroom on main level, half bath, kitchen features are granite counter and marble island with gas cook-top, refrigerator remains with property, great deck and fenced in backyard, covered patio on front, 3 bedrooms upstairs with amazing laundry room with 4th bedroom and the Primary on the Main Floor. Location is great to Five Points, downtown, and walking distance to Riverside Village! Washer/dryer stay with the property! Google fiber is on this street!

Minimum Lease - 180 Days

https://www.realtracs.com/listings/2800875
    "
"$5,500",/ 4br - 3096ft2 - ,4 bd/4 ba house on Ave for rent,"
        
            QR Code Link to This Post
            
        
Incredible location & opportunity on Hillsboro Village modern home with rooftop deck, roll-up door out to deck off 3rd floor, bonus room with wet bar, gas line on deck, city views, detached 2 car garage, high-end finishes--granite, tile, hardwoods, custom cabinets, lots of closets, fan in each room, gas-stove/oven combo, microwave oven, brand new fridge and dishwasher, disposal, fenced yard and more! All walking distance to Vanderbilt and Hillsboro Village, Belmont ........and close to everything!

Lease term is flexible from a month to a year. Fee: month to month- $6300 (water and electricity included); 6-months term: $6000/m (water included); 12 months or above term: $5,500/m (utilities not included). Pet is allowed with deposit and monthly fee.
    "
"$3,227",/ 3br - 1365ft2 - ,➺Check Out Our Luxury 1-3BR Apts at Alinea Town & Country - Rent Today,"
        
            QR Code Link to This Post
            
        
Alinea Town and Country Luxury Apartments offers lovely and spacious 1, 2, and 3 bedroom apartment homes conveniently located near Des Peres, MO at Hwy. 270 and Manchester Road!

Visit www.thealinea.com for more info, or call  show contact info
 today to schedule your tour!

Apartment Features:

-9 Ft. Ceilings
-All Electric Kitchen w/ Stainless Steel Appliances
-Granite Countertops
-Plank Flooring
-Custom Cabinets
-Pantry
-2"" Faux Wood Blinds
-Walk-In Closets*
-W/D Included in each apartment
-Patio or Balcony*

Community Features:

-Carports and Garages available for rent
-Beautiful Landscaping
-On-Site Maintenance plus 24/7 Emergency Maintenance
-Clubhouse
-Sparkling, Resort-Style Infinity Pool
-BBQ Station
-24/7 State-of-the-Art Fitness Center
-Spa/Hot Tub
-Outdoor Entertainment Area
-Business Center 
-Coffee Bar
-Conference Room
-Controlled Access Buildings

View Our Apartment Video Tours for a Virtual Walk Through!

Houndstooth - 1BR, 1BA - $1,416/month - https://www.youtube.com/watch?v=cqPG0xU2c4s
Tweed - 1BR, 1BA - $1,550/month - https://www.youtube.com/watch?v=tcs-D7KVp-M
Herringbone - 1BR, 1BA - $1,538/month - https://www.youtube.com/watch?v=JQBMnssST-s
Oxford - 1BR, 1BA - $1,907/month - https://www.youtube.com/watch?v=m92HQT0LzLQ
Linen - 2BR, 2BA - $2,094/month - https://www.youtube.com/watch?v=wSVbeOYcNqg
Suede - 2BR, 2BA - $2,492/month - https://www.youtube.com/watch?v=1BuaSl_vTsY
Cashmere - 3BR, 2BA - $3,237/month - https://www.youtube.com/watch?v=oZM2QS_W0oA

Visit www.thealinea.com for more info, or call  show contact info
 today to schedule your tour!
    "
"$2,795",/ 5br - 1859ft2 - ,5 bed 2 bath in Clifton off of Nixon st,"
        
            QR Code Link to This Post
            
        
These homes are conveniently located near the University of Cincinnati Main Campus and the Medical East Campus. It is a short walk to the Children's Hospital shuttle. They are steps from the EPA Building. Easy access to the Shops in the Clifton Gaslight Shopping District and the Short Vine. It is a short drive to Over the Rhine.

Please visit gaslightproperty. com to apply on our website or to schedule a tour
    "
"$2,525",/ 3br - 1486ft2 - ,"Pet Friendly, Two Swimming Pools, 24 Hour GOFit Fitness Center","
        
            QR Code Link to This Post
            
        
Located in Cincinnati, Ohio, The Reserve at Glenbridge is a beautiful community that you would be proud to call home. Our exceptional apartments and impressive community amenities paired with our gracious team will surpass all of your expectations. Enjoy the care-free lifestyle that you deserve!

Property Amenities: GOChat Business CenterPlaygroundOnline Resident PortalOutdoor BBQ Grilling AreaFull Service Clubhouse with Billiards Room24 Hour GOFit Fitness CenterGOFetch Bark ParkTwo Swimming PoolsHot Tub & SpaTanning BedYoga StudioPet Friendly

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/fgntik6o/reserve-at-glenbridge

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$2,784",/ 4br - 1990ft2 - ,"Pool with covered outdoor seating, Attached two-car garages","
        
            QR Code Link to This Post
            
        
Bedrooms: 4Bathrooms: 3Square Feet: 1990Date Available: 2022-10-27Address: 1104 Spring Path LaneHand-selected by our interior designer, 1104 Residences offers quartz countertops, tiled backsplashes, and luxury laminate flooring, all in plans ranging from 1800-2250 square feet. Make 1104 Residences your own with multiple floorplans to choose from. 1104 Residences is adjacent to the Century Farms development in South Nashville, an ever-growing community of shopping, dining, and employers. Private patios, 2-car garages, a walking trail around the lake and a sparkling swimming pool with clubhouse are just a few of the perks of living at 1104 Residences. Click the link below to view our full amenity offering and the incredible features included inside your new home in Antioch, TN. Amenities Include:Whirlpool, stainless steel appliance package including electric range, premium refrigerator, under-counter fridge, and dishwasherLandscaping provided for each home and common spacesFully-equipped fitness centerSidewalks throughout the entire communityShaker style cabinets with 36” uppers in kitchensAttached two-car garagesPool with covered outdoor seating9’ ceilings on first story 8’ ceilings on second storyCommunity clubhouse with a leasing office, meeting room, and sitting areaLuxurious Laminate FlooringIn-unit washer and dryerTiled kitchen backsplashesCall:  show contact info
For more information, visit us at: https://elmingtonliving.com/c3a65cks/1104-residences*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information!
    "
